,x,y
493,220.6104868913858,8026.13670411985
494,201.38805970149247,7927.7835820895525
495,1513.0294117647059,9531.985294117647
496,1266.5721393034826,8421.370646766169
497,1087.5,8775.603896103896
498,1052.4485794317727,8830.228891556622
499,1038.8709187547456,8994.439635535307
500,907.6527903757101,9247.110182842413
501,944.0369881109643,9022.323315719947
502,943.2895322939867,8946.251670378619
503,909.9921094160968,8867.670173592845
504,913.2851711026616,9112.475285171102
505,914.6346153846154,8438.448717948719
506,907.3622448979592,8563.948979591836
507,905.83125,9018.1
508,899.3879781420765,8455.437158469946
509,893.1081081081081,10037.13063063063
510,877.6102332580888,8621.494356659143
511,865.3399339933993,9470.755775577558
512,862.3958620689655,9435.391724137931
513,853.1111111111111,9525.944444444445
514,816.9550721691401,8901.13823947957
515,814.8033661740558,9587.210591133005
516,829.3604651162791,9501.215116279069
517,825.5949367088608,9056.281645569621
518,821.24,9633.5
519,791.2599054889131,9900.372955288985
520,781.388679245283,10004.230188679245
521,759.7850746268657,8882.955223880597
522,729.0153846153846,8405.733333333334
523,719.2672413793103,8523.836206896553
524,705.6915422885572,8424.303482587065
525,675.7736327417603,8569.136182542557
526,686.3333333333334,8622.833333333334
527,649.0920215369554,9715.155898188937
528,656.3006535947712,9624.418300653595
529,632.3899613899614,9574.274131274131
530,614.6035087719299,9405.863157894737
531,588.6504515782885,9234.989627112582
532,602.6046312178387,8852.570325900515
533,599.3577981651376,9447.929663608562
534,601.2231404958677,9374.859504132231
535,586.8175675675675,8818.47972972973
536,579.014409221902,8967.962536023055
537,559.7882352941176,9039.47899159664
538,534.0594130279169,8800.848723455023
539,464.1004366812226,9539.020332969432
540,500.6470588235295,10034.482843137255
541,485.44588744588737,9884.291486291486
542,480.5,10039.904166666667
543,476.5333333333333,9842.225
544,443.23078351281106,9699.452655031564
545,407.5162100456621,9353.95890410959
546,425.63106796116494,9771.893203883496
547,403.3404255319149,9436.345744680852
548,342.13043478260875,9751.427536231884
549,301.9376534118803,8423.000490918017
550,288.60085106382985,9094.507234042554
551,316.8232662192395,9949.078299776287
552,301.39408866995063,9997.766009852217
553,284.2262396694214,10033.700413223141
554,264.92948717948707,8465.961538461539
555,253.5239398084816,8968.525307797538
556,243.55807560137464,9147.995189003437
557,234.01930320150655,9218.102165725048
558,216.53246753246754,8964.994434137292
559,161.2352201257861,9351.352201257861
560,164.47887323943655,9123.56690140845
561,147.5,9094.110932475884
562,112.89341692789958,9136.2131661442
563,106.48447204968943,8775.695652173914
564,105.39222614840992,9105.265017667845
565,99.55598455598465,9920.289575289575
566,58.08080808080808,9036.29797979798
567,38.7348484848485,9722.189393939394
568,1651.7154471544716,11349.479674796748
569,1561.6684782608695,11351.885869565218
570,1533.8790820829656,11236.07546337158
571,1533.4039087947883,11328.723127035832
572,1526.232,11192.48
573,1445.4982206405693,11180.711743772243
574,1426.3338658146965,11137.361022364217
575,1373.784911717496,11109.902086677368
576,1358.1271186440679,11075.762711864407
577,1213.2602739726028,10935.760273972603
578,1206.2727272727273,11007.089285714286
579,1177.5554668794894,11179.92657621708
580,1155.0766917293233,10832.705263157895
581,1126.88330229671,10779.604593420236
582,1124.2120765832105,11405.276877761415
583,1123.7557251908397,10988.513994910942
584,1127.6402439024391,10658.69512195122
585,1111.887323943662,10695.823943661971
586,1024.25,10498.764269406392
587,1046.4150943396226,11080.353773584906
588,1047.290909090909,11104.2
589,1008.8059570740254,11062.205431449847
590,1017.661996497373,10702.430823117338
591,966.3300024981264,10635.066200349738
592,914.7250094304036,10233.53885326292
593,914.1554054054054,10426.623873873874
594,911.7158273381295,10487.636690647481
595,910.4660194174758,10911.422330097088
596,904.5560165975104,11695.622406639004
597,872.969696969697,10087.962121212122
598,871.0384615384615,10104.21978021978
599,808.5633802816901,10738.866197183099
600,785.6082089552239,10775.705223880597
601,742.560975609756,11019.59201773836
602,744.1464968152866,10975.79617834395
603,632.736704446382,10890.596213725246
604,657.8702830188679,11515.061320754718
605,577.9535864978902,11703.848101265823
606,551.3777777777777,10803.862222222222
607,549.1621621621621,11625.394594594594
608,548.9155844155844,11680.181818181818
609,543.3661202185792,10130.08743169399
610,542.9924812030076,11665.481203007519
611,526.6959064327486,11642.891812865497
612,489.42050520059433,10385.289375928678
613,491.76843840131846,11392.350638648537
614,484.3094262295083,11561.184426229509
615,441.4982967554588,10636.341598257664
616,470.133655394525,10091.433172302737
617,474.8571428571429,11327.87619047619
618,449.2316476345841,11441.36704730832
619,382.2057283646443,10986.560004106355
620,301.6237628341505,11195.472019239663
621,301.3738452655889,10486.544457274827
622,333.658924205379,11589.378973105135
623,323.69918699186996,11410.853658536585
624,264.7691001697792,11659.838709677419
625,256.6450060168472,10094.220216606498
626,248.26876090750443,10135.926701570681
627,250.19273743016765,10896.259776536313
628,245.07142857142867,10847.779761904761
629,230.7910447761194,11076.190298507463
630,234.8698630136987,11108.90410958904
631,231.07377049180332,10499.254098360656
632,71.01702127659564,11317.36595744681
633,37.55128205128199,11214.333333333334
634,1584.8446215139443,11933.21513944223
635,1432.6712898751734,11871.169209431346
636,1351.4484181568089,12050.574965612104
637,1316.8375,11870.225
638,1294.4918831168832,11850.099025974027
639,1177.675585284281,12649.99331103679
640,1082.5664739884392,12831.722543352602
641,967.4035087719299,13078.692982456141
642,891.1923652694611,12422.652694610779
643,848.8518518518518,12742.648148148148
644,794.6533080388903,13194.139435617737
645,840.3255813953489,12488.040697674418
646,787.261547690462,12247.36772645471
647,753.375,12401.0
648,712.4470634452956,12277.563739933215
649,742.3688524590164,12501.0
650,697.4871944121071,12081.749708963911
651,708.580310880829,12556.865284974094
652,705.1166077738516,12213.717314487632
653,669.5410628019324,13109.408212560387
654,662.6917293233083,11990.45112781955
655,617.383064516129,11839.558467741936
656,591.358407079646,11967.11946902655
657,590.3957219251338,12368.200534759359
658,565.5441176470588,12970.029411764706
659,560.3630952380952,13080.285714285714
660,536.2193167439898,11923.763812737241
661,528.5464285714286,13035.434523809523
662,534.2115384615386,12886.653846153846
663,512.2154006243497,13187.311134235171
664,499.2871287128712,12187.804455445545
665,508.7389380530974,13341.79646017699
666,466.7219584569732,12787.702077151334
667,460.4398625429553,12417.237113402061
668,441.030303030303,12962.848484848484
669,438.0,12320.0
670,419.0440414507773,13400.994818652849
671,395.68288288288295,13047.14054054054
672,397.03521126760575,13360.739436619719
673,344.43848580441636,12713.54468980021
674,291.1943573667711,13222.35736677116
675,285.74166666666656,12440.133333333333
676,229.84739454094301,12094.562034739454
677,231.42580645161297,12168.425806451613
678,227.06999999999994,13400.416666666666
679,225.8878504672898,12073.953271028038
680,220.21739130434776,12276.5
681,211.5391304347827,12128.617391304348
682,113.17157974300835,12206.827664399092
683,99.46226415094338,13217.911465892597
684,77.50999999999999,13054.01
685,51.996411483253496,12231.61961722488
686,44.69210754553342,13301.32437120555
687,45.99238578680206,12586.855329949238
688,42.78181818181815,11980.487272727272
689,43.588983050847446,12003.546610169491
690,1188.6469704556835,13855.404606910366
691,1188.1782945736434,13900.77519379845
692,1187.9155844155844,13965.798701298701
693,887.7570754716982,13475.30424528302
694,829.1578947368421,15069.842105263158
695,808.7714748784441,14683.272285251216
696,794.3852459016393,14881.172131147541
697,695.717570754717,14448.771816037735
698,705.3381294964029,14392.755395683453
699,667.8059701492538,13610.220895522389
700,663.4085365853658,14676.841463414634
701,586.3651591289781,14568.03852596315
702,555.8609865470853,14643.923766816144
703,552.8271186440677,14105.077966101695
704,522.6677125823658,14402.257295262001
705,538.2815533980583,14058.52427184466
706,536.1941489361702,14079.91755319149
707,524.0263157894738,14093.947368421053
708,512.22,14040.84
709,482.71376547705745,13920.876911871814
710,296.31927710843365,14387.038152610441
711,226.45243362831866,14202.211283185841
712,183.27701674277023,14061.509893455099
713,186.04736842105262,13778.973684210527
714,164.76300984528825,13902.475386779184
715,112.48514851485152,13677.428382838283
716,130.00862068965512,14200.458620689655
717,1217.1379310344828,15544.568965517241
718,1115.2372881355932,16562.70395480226
719,1104.0842824601368,16699.50569476082
720,1096.2428571428572,16582.585714285713
721,1089.9141104294479,16564.815950920245
722,1081.2773109243699,16606.386554621848
723,992.106976744186,15172.627906976744
724,981.4791086350975,16349.178272980502
725,875.4656862745098,16040.656862745098
726,844.9432624113475,16097.638297872341
727,746.2447491248541,16190.192823803967
728,751.9311334289813,16438.443328550933
729,621.508120649652,16454.59860788863
730,527.3121754183496,16016.061165608771
731,503.5965745136368,15817.3283998883
732,532.1453488372092,16583.837209302324
733,530.2788844621514,15679.525896414343
734,465.9201877934272,15661.792957746478
735,464.82923299565846,15607.642547033285
736,476.2781065088757,15729.431952662722
737,461.61061946902646,15886.734513274336
738,351.8349514563106,15372.058252427185
739,308.613368283093,15383.952817824378
740,324.97687861271675,15417.965317919075
741,55.58245083207271,15412.574886535553
742,3172.6031636863822,15519.488308115544
743,3177.7741935483873,16528.228494623654
744,3136.048780487805,15634.487804878048
745,3086.980582524272,16684.514563106797
746,2830.535117056856,16653.304347826088
747,2776.4258241758243,16664.164835164836
748,2710.125,15364.825
749,2628.772184743124,15469.009859885833
750,2006.9032258064517,16728.362903225807
751,3343.566493955095,14533.122625215889
752,3278.3892045454545,14602.988162878788
753,3265.2566844919784,14456.48128342246
754,3263.324324324324,14657.738738738739
755,3249.0875,14680.615625
756,3248.9932432432433,14327.912162162162
757,3239.5776566757495,14595.487738419619
