,x,y
0,-1038.110275689223,16430.852130325813
1,-1405.5254237288136,16254.384180790961
2,-1623.629411764706,15164.1
3,-1631.767716535433,15346.964566929133
4,-9.6015625,14330.575520833334
5,-674.2685714285715,13923.622142857143
6,-680.3947368421053,13824.05
7,-866.5437788018434,13714.655529953918
8,-1310.3917525773195,13554.827687776142
9,-1583.3294472452287,14984.610550954267
10,-1547.5284552845528,13686.767479674796
11,-1565.8854727132975,13647.906225980016
12,-1578.1433566433566,13603.29020979021
13,-1608.1699604743083,13995.05928853755
14,-1633.8470233609646,14779.176714393368
15,-1613.2156862745098,14191.078431372549
16,-1636.5102040816328,14014.265306122448
17,-6.9696169088507265,12889.735799207398
18,-1213.302919708029,13369.653284671533
19,-1508.3304904051172,13389.383795309168
20,-1602.6114864864865,13317.050675675675
21,-858.625,10686.595588235294
22,-1273.2259615384614,10882.173076923076
23,-1309.639705882353,10630.507352941177
24,-1493.1192052980132,10084.059602649008
25,-531.9895833333334,9924.41015625
26,-541.2695035460993,9830.175886524823
27,-694.915857605178,9714.0
28,-825.8020176544767,9537.03656998739
29,-1436.4748858447488,9755.32191780822
30,-1507.01875,9291.9125
31,-1631.1660231660233,9704.34362934363
32,-504.40230515916573,7868.77607025247
33,-511.66480446927375,7936.687150837989
34,-541.3953068592058,7962.611913357401
35,-925.5432806324111,7968.907312252964
36,-928.7936422413793,7811.596443965517
37,-1260.9927029492246,7308.138948008514
38,-1352.0533333333333,8236.717777777778
39,-1605.2660550458716,6971.284403669725
40,-1631.4824858757063,6995.716384180791
41,-276.3979591836735,5432.9795918367345
42,-380.40904572564614,5152.412524850894
43,-446.7178612059158,5519.448236632537
44,-473.4222222222222,5243.933333333333
45,-485.47549019607845,5604.411764705882
46,-487.34615384615387,5211.865384615385
47,-919.4703947368421,6218.1776315789475
48,-940.4017615176152,6156.840108401084
49,-943.311475409836,6221.836065573771
50,-978.1904487917146,5307.5759493670885
51,-1012.46,5900.8150000000005
52,-1069.6583072100314,6576.359456635319
53,-1067.0421792618629,6069.066783831283
54,-1090.5675675675675,6117.804054054054
55,-1110.4520795660037,6440.722121760096
56,-1129.3729903536978,5599.318327974276
57,-1159.5077685206036,5781.291600990768
58,-1294.650380456548,5249.4793752503
59,-1290.4338983050848,5495.789830508475
60,-1306.2636768447837,6236.094783715012
61,-1357.2270408163265,5469.760204081633
62,-1619.4913614374568,5277.917069799585
63,-1637.7334293948127,5204.374639769452
64,-39.32124352331606,3874.702779086199
65,-368.0615776081425,4804.888549618321
66,-353.30645161290323,4844.096774193548
67,-411.8456490727532,4881.413409415121
68,-441.0445205479452,4821.191780821918
69,-544.5219992960225,3993.87328405491
70,-670.3769633507853,3977.9210919970083
71,-672.9886104783599,4935.244874715262
72,-881.0,3632.3796680497926
73,-1453.013065326633,3890.564824120603
74,-1447.5349417637271,3468.207986688852
75,-1490.0131578947369,3412.622807017544
76,-1555.3793103448277,4436.198275862069
77,-1601.449731389102,4756.023023791251
78,-1639.62,3537.1866666666665
79,-1643.7106382978723,3705.263829787234
80,-847.5169082125603,2069.671497584541
81,-996.3918890074707,2138.9299893276416
82,-1104.0827586206897,2154.5808429118774
83,-1109.6333333333334,1907.51171875
84,-1140.4502923976609,2122.502923976608
85,-1162.6634615384614,2115.875
86,-1174.9649122807018,1957.2719298245615
87,-1313.0101143359718,3312.7255936675465
88,-1613.493815849748,2231.755153458543
89,-704.9261862917399,37.222100175746924
90,-815.4659034345445,772.7814833250374
91,-814.6060606060606,521.3454545454546
92,-864.0141683778234,1104.9652977412732
93,-909.6261345269178,56.03282357329355
94,-909.2103434967194,650.1329602470089
95,-1011.3436034829203,47.764902880107165
96,-1060.0242165242166,442.25071225071224
97,-1061.2777777777778,509.8888888888889
98,-1103.8431085043987,406.84384164222877
99,-1082.7142857142858,38.333333333333336
100,-1095.801282051282,6.621794871794871
101,-1105.557103064067,30.28690807799443
102,-1112.2111269614836,183.4950071326676
103,-1130.6566479877738,947.412633723892
104,-1122.1694915254238,222.78531073446328
105,-1177.1841113366193,304.68976514931865
106,-1140.8541666666667,210.33680555555554
107,-1138.3765432098764,466.2654320987654
108,-1150.012987012987,621.2922077922078
109,-1169.9165154264972,487.95644283121595
110,-1596.035175879397,891.4020100502513
111,-1632.5962732919254,1511.2888198757764
112,1557.2209850107067,1632.03426124197
113,1526.3098901098901,273.05
114,1509.6415094339623,155.46540880503144
115,1403.2220216606497,1473.7924187725632
116,1337.224123182207,1526.203250641574
117,1363.216957605985,1594.852867830424
118,1279.7718299624562,1005.644544023253
119,1228.6668664469084,458.6634202377385
120,1154.054861402772,1373.8553653926922
121,1184.5609726736488,1181.705068014927
122,1168.4842235512476,230.53413074860796
123,1137.3990980834274,1065.5490417136416
124,1187.6059322033898,113.77966101694915
125,1183.683870967742,598.9548387096775
126,1175.3849372384936,968.5062761506276
127,1123.2702270546852,89.99264470738727
128,1056.0244498777506,1579.036674816626
129,1059.1640866873065,122.28792569659443
130,974.9632471346026,1428.238893625083
131,950.6750524109015,1201.4696016771488
132,932.8701298701299,1263.4675324675325
133,879.4961197339246,1294.6258314855877
134,673.7525380710659,1440.1916243654823
135,601.7865562280981,247.3265371137305
136,519.3199999999999,1625.0945454545454
137,456.7677725118483,1537.2796208530806
