gene,B lymph,CD IC,CD PC,CD Trans,DCT,Endo,Fib,LOH,Macro,NK,Neutro,PT,Podo,T lymph,novel1,novel2,cum_signal,cum_signal_norm,noise_2max,noise_2max_cum,noise_sum,ssr_2max,ssr_2max_cum,ssr_sum,gene_seq,corr,ref,cluster
Mzb1,415.2202136525733,0.06975721159487044,0.047459972100534625,0.06974623295184146,0.029508255730027907,0.11230700895341515,2.137884922353041,0.07310700908178407,4.144788736879507,1.2234835960568224,11.720389716550827,0.05969567942913885,0.0,1.6649538212263653,0.05519252604918995,1.6051387843858758,415.2202136525733,817.7513873285345,11.720389716550827,37.1170905861444,426.5132374093658,35.42716784120449,11.186766179555374,0.973522454249284,11,0.708845431290806,Jchain,B lymph
Pou2af1,417.5720168615482,0.07542351146257532,0.047459972100534625,0.06974623295184146,0.029508255730027907,0.11776007117503633,2.137884922353041,0.07310700908178407,4.144788736879507,1.2234835960568224,11.848129734791277,0.059954307212850264,0.0,1.6750125756504524,0.05519252604918995,1.630249018312815,417.5720168615482,822.3831231487759,11.848129734791277,48.96522032093568,428.9115875965648,35.24370733681069,8.527930929844304,0.97356198558645,12,0.550023365934118,Jchain,B lymph
Pycr1,417.8197142576064,0.07707925995071407,0.047459972100534625,0.06974623295184146,0.029771833525000915,0.11895705296152206,2.137884922353041,0.07310700908178407,4.144788736879507,1.2234835960568224,11.848129734791277,0.060776344885488436,0.0,1.6750125756504524,0.059654562817265326,1.630249018312815,417.8197142576064,822.8709483620102,11.848129734791277,60.81335005572696,429.16768537513326,35.26461337021872,6.870526189968698,0.9735581883160479,13,0.367789782960067,Jchain,B lymph
Slpi,452.0076305544014,0.07969138583278466,0.047459972100534625,0.06974623295184146,0.03041866464643073,0.13198183782463804,3.669518380625849,0.07672356535034724,4.22524670362623,1.2234835960568224,31.28208656692086,0.06270857166068965,0.68326762972861,1.6985823644763023,0.08381348513284903,1.630249018312815,452.0076305544014,890.2020056235156,31.28208656692086,92.09543662264781,465.7205219627281,14.449407957088622,4.908035046366729,0.9705555354302721,14,0.417031098303774,Jchain,B lymph
Tnfrsf17,453.393823772387,0.07969138583278466,0.047459972100534625,0.06974623295184146,0.030767873771572474,0.13198183782463804,3.669518380625849,0.07672356535034724,4.22524670362623,1.2234835960568224,31.393034953731316,0.0630598887140199,0.68326762972861,1.6985823644763023,0.08381348513284903,1.630249018312815,453.393823772387,892.9320302943801,31.393034953731316,123.48847157637913,467.10741570689225,14.442497338681092,3.671547780814158,0.970641459601424,15,0.641686831009454,Jchain,B lymph
a,453.6194927609495,0.07969138583278466,0.047459972100534625,0.06974623295184146,0.030767873771572474,0.13198183782463804,3.669518380625849,0.07672356535034724,4.22524670362623,1.2462716715126978,31.4300177493348,0.0630598887140199,0.68326762972861,1.6985823644763023,0.08381348513284903,1.630249018312815,453.6194927609495,893.3764718759945,31.4300177493348,154.91848932571392,467.35587277091065,14.432683314999087,2.928117197213439,0.9706083076938364,16,0.360460016255745,Jchain,B lymph
Atp6v0d2,0.03729793564893885,6.2125678041197485,0.04680747441986207,3.9917677168228414,0.057192962540071876,0.057397686252873184,0.061738458174350135,0.0840386387759146,0.1009995752952221,0.06859675921067822,0.0,0.024249579175464418,0.0,0.06547922739003886,0.03858105739825803,0.17740895049248073,6.2125678041197485,1.0,3.9917677168228414,3.9917677168228414,7.032356108893901,1.5563450192599142,1.5563450192599142,0.8834262241445144,1,0.700541296468676,Atp6v1g3,CD IC
Atp6v1c2,0.043521892280409064,11.501511863417578,0.09718612271803716,9.262790978258863,0.17417716394367944,0.13911290334051013,0.10251372974075743,0.1985235808322005,0.3028163167838831,0.06859675921067822,0.0,0.05353782793778819,0.0,0.11369069962215694,0.09242519245972886,0.17740895049248073,11.501511863417578,1.8513297924556356,9.262790978258863,13.254558695081705,13.065023002779888,1.2416896689575878,0.8677400830919689,0.8803284817003661,2,0.635753528826691,Atp6v1g3,CD IC
Atp6v1g3,0.6392722508073239,99.90865810314605,0.6133160446418355,63.081340875965175,0.669974476698818,1.073300148186359,0.7646685800542206,0.8153553202584674,2.1377205568195774,0.788622507127852,0.953020745677674,0.5613809013345679,0.7757764453588911,0.9707602589244984,0.8257469896085767,0.9655944238334783,99.90865810314605,16.08170103783712,63.081340875965175,76.33589957104688,112.46316775247817,1.5838068233139377,1.3088030489528675,0.8883678105443061,3,1.0,Atp6v1g3,CD IC
Foxi1,0.6392722508073239,104.54357029679493,0.6711854535040425,69.10759968742872,0.6941380970149973,1.1248653377107947,0.8066513811300128,0.8351262655001017,2.2177794268230446,0.7943656100919249,0.953020745677674,0.5823131979935338,0.7757764453588911,1.0110792243725752,0.8587914059493761,0.9960297092860204,104.54357029679493,16.827755220227747,69.10759968742872,145.44349925847558,117.50396484801522,1.5127651773414483,0.7187916326944584,0.8897024915884002,4,0.655632505147814,Atp6v1g3,CD IC
Guca2a,0.6513922142050345,107.91827750793085,0.7385418163869588,71.86960774088257,0.7217759603805137,1.1603770027477422,0.818674441359533,0.8432586845733845,2.22783612024495,0.8059454875073425,0.953020745677674,0.5999984623973615,0.7757764453588911,1.0505804611308387,0.8587914059493761,0.9960297092860204,107.91827750793085,17.370961719945633,71.86960774088257,217.31310699935815,121.12027646513644,1.5015843400317075,0.4966027084056628,0.8910009179098457,5,0.531394465833251,Atp6v1g3,CD IC
Hepacam2,0.7042126773993233,111.0968683351763,0.7582107690243104,76.33597021765937,0.7301078781077126,1.1999489613166292,0.8496270870905759,0.8532288431259384,2.3100233233002125,0.8059454875073425,0.953020745677674,0.6105580149493732,0.7757764453588911,1.0726595901263054,0.8790510313726797,0.9960297092860204,111.0968683351763,17.882600534597703,76.33597021765937,293.6490772170175,124.59526889881928,1.4553672144128382,0.3783320873611042,0.8916620134701527,6,0.614580745758591,Atp6v1g3,CD IC
Hmx2,0.851785653724789,116.5647616081526,0.7807426493158222,80.09528201200591,0.7650399480326637,1.2715782915176905,0.9095018280903526,0.8989615938972336,2.338997674499063,0.8371154015348777,0.953020745677674,0.6474360729109259,0.7757764453588911,1.13383024170486,0.9319284101979466,1.0545873182617307,116.5647616081526,18.762734715081073,80.09528201200591,373.7443592290234,130.71506388287713,1.4553261900080467,0.31188366788627286,0.891746965847766,7,0.526401415017154,Atp6v1g3,CD IC
