gene_seq,gene,background,signal,nprobe,signalxnprobe,cum_signal,cum_signalxnprobe,program,cum_signal_norm,cum_signal_nprobe_norm
66,atp1a1,,2.0357995780380507,1.0,2.0357995780380507,345.90803269731015,345.90803269731015,1,20.364253907352886,20.364253907352886
67,ociad2,,2.032613376008698,1.0,2.032613376008698,347.9406460733189,347.9406460733189,1,20.483917664686743,20.483917664686743
68,btbd10,,1.9228503011117575,1.0,1.9228503011117575,349.8634963744306,349.8634963744306,1,20.597119464171794,20.597119464171794
69,kcnma1,,1.9139826175957853,1.0,1.9139826175957853,351.7774789920264,351.7774789920264,1,20.709799206515584,20.709799206515584
70,st3gal5,,1.8484017954837193,1.0,1.8484017954837193,353.6258807875101,353.6258807875101,1,20.81861808300284,20.81861808300284
71,ngef,,1.7095003047549617,1.0,1.7095003047549617,355.33538109226504,355.33538109226504,1,20.919259568513496,20.919259568513496
72,sv2b,,1.6661543859250716,1.0,1.6661543859250716,357.00153547819014,357.00153547819014,1,21.017349198578604,21.017349198578604
73,coro1a,,1.66305789836173,1.0,1.66305789836173,358.66459337655186,358.66459337655186,1,21.115256532619913,21.115256532619913
74,ramp1,,1.634042247091226,1.0,1.634042247091226,360.29863562364307,360.29863562364307,1,21.21145566091314,21.21145566091314
75,fam131a,,1.6218465626452134,1.0,1.6218465626452134,361.92048218628827,361.92048218628827,1,21.306936806415695,21.306936806415695
76,slc39a10,,1.610670057826739,1.0,1.610670057826739,363.531152244115,363.531152244115,1,21.401759970141576,21.401759970141576
