,x,y,leiden,QC,n_genes,normalize_total,class
28583,3410.646667,7021.906667,0,cell,53,14142.06,Inhibitory neurons 1
28584,3427.044843,7022.627803,0,cell,53,10768.153,Inhibitory neurons 1
28585,2667.451087,7022.902174,9,cell,53,17475.52,Excitatory neurons 4
28586,3546.493976,7023.277108,0,cell,53,14472.386,Inhibitory neurons 1
28587,3752.807692,7022.759615,1,cell,53,3360.6633,Astrocytes
28588,2992.829412,7025.470588,2,cell,53,13706.564,Mature oligodendrocytes 1
28589,2594.963504,7028.766423,9,cell,53,13212.388,Excitatory neurons 4
28590,3578.442953,7028.738255,2,cell,53,11005.792,Mature oligodendrocytes 1
28591,2968.720721,7027.801802,8,cell,53,4652.9995,Unknown
28592,3017.933333,7028.573333,0,cell,53,10281.561,Inhibitory neurons 1
28593,3067.773973,7033.136986,10,cell,53,19579.996,Mature oligodendrocytes 2
28594,3669.877551,7027.081633,2,cell,53,4722.347,Mature oligodendrocytes 1
28595,3638.536723,7032.435028,7,cell,53,10248.135,Blood vessel associated cells
28596,3701.133758,7031.77707,2,cell,53,12652.306,Mature oligodendrocytes 1
28597,3739.597701,7035.195402,12,cell,53,2845.6436,Immature oligodendrocytes
28598,2988.307692,7036.826923,1,cell,53,7331.376,Astrocytes
28599,2707.033493,7040.062201,9,cell,53,16255.183,Excitatory neurons 4
28600,3304.832636,7042.079498,0,cell,53,11045.975,Inhibitory neurons 1
28601,3648.0,7036.358974,7,cell,53,5864.8076,Blood vessel associated cells
28602,3222.651613,7042.232258,0,cell,53,22334.148,Inhibitory neurons 1
28603,3004.158333,7040.758333,0,cell,53,14838.492,Inhibitory neurons 1
28604,3105.9875,7044.05625,0,cell,53,15541.362,Inhibitory neurons 1
28605,3172.571429,7040.228571,5,cell,53,6026.428,Excitatory neurons 2
28606,3072.168831,7043.922078,5,cell,53,18070.402,Excitatory neurons 2
28607,3427.993671,7045.791139,11,cell,53,1879.3926,Microglia
28608,3458.367742,7046.329032,0,cell,53,20667.766,Inhibitory neurons 1
28609,2849.138614,7049.980198,11,cell,53,3902.6582,Microglia
28610,3185.717557,7048.251908,4,cell,53,4462.1216,Endothelial cells
28611,3206.377778,7046.244444,0,cell,53,12935.689,Inhibitory neurons 1
28612,3671.055556,7051.709877,2,cell,53,7528.765,Mature oligodendrocytes 1
28613,2930.59434,7049.735849,0,cell,53,16582.246,Inhibitory neurons 1
28614,3169.581731,7053.322115,0,cell,53,23275.146,Inhibitory neurons 1
28615,3309.608247,7055.912371,0,cell,53,16334.408,Inhibitory neurons 1
28616,2703.45098,7052.058824,7,cell,53,5146.588,Blood vessel associated cells
28617,3657.534091,7054.744318,2,cell,53,7714.9717,Mature oligodendrocytes 1
28618,2694.061224,7055.571429,13,cell,53,4586.979,Pericytes
28619,3342.535211,7056.28169,5,cell,53,5616.775,Excitatory neurons 2
28621,3545.627451,7057.627451,1,cell,53,5564.1167,Astrocytes
28622,2671.533333,7067.473333,9,cell,53,23285.656,Excitatory neurons 4
28623,2857.53252,7065.422764,0,cell,53,11973.191,Inhibitory neurons 1
28624,2963.53719,7067.46281,0,cell,53,21209.57,Inhibitory neurons 1
28625,3772.083333,7064.083333,1,cell,53,1424.8749,Astrocytes
28626,3450.031414,7069.979058,1,cell,53,5133.094,Astrocytes
28627,3051.168103,7072.12931,0,cell,53,19469.643,Inhibitory neurons 1
28628,3176.647436,7070.846154,0,cell,53,14008.552,Inhibitory neurons 1
28629,3501.021739,7074.630435,10,cell,53,6127.8916,Mature oligodendrocytes 2
28630,2895.240196,7074.764706,0,cell,53,13362.854,Inhibitory neurons 1
28631,3264.928571,7072.122449,0,cell,53,11650.856,Inhibitory neurons 1
28632,3088.736559,7077.349462,0,cell,53,10171.962,Inhibitory neurons 1
28633,2755.583333,7077.652778,1,cell,53,3079.361,Astrocytes
28634,3040.305263,7077.305263,0,cell,53,8957.358,Inhibitory neurons 1
28635,2598.496644,7081.174497,13,cell,53,4261.161,Pericytes
28636,3225.616915,7082.223881,0,cell,53,12134.332,Inhibitory neurons 1
28637,3297.071429,7078.085714,0,cell,53,15491.584,Inhibitory neurons 1
28638,2812.594595,7083.108108,0,cell,53,9106.557,Inhibitory neurons 1
28639,3329.268817,7082.790323,1,cell,53,4950.016,Astrocytes
28640,3484.166667,7080.833333,4,cell,53,3217.7444,Endothelial cells
28641,3556.181818,7079.030303,0,cell,53,13640.591,Inhibitory neurons 1
28642,2731.960591,7087.17734,10,cell,53,12628.103,Mature oligodendrocytes 2
28643,2693.675,7083.675,1,cell,53,3559.475,Astrocytes
28644,2878.341463,7084.682927,4,cell,53,2820.951,Endothelial cells
28645,3688.123711,7089.505155,2,cell,53,6736.371,Mature oligodendrocytes 1
28646,3754.453333,7088.586667,10,cell,53,7471.933,Mature oligodendrocytes 2
28647,2846.10989,7091.846154,5,cell,53,11192.252,Excitatory neurons 2
28648,3206.541176,7092.947059,0,cell,53,13703.77,Inhibitory neurons 1
28649,3190.813869,7096.89781,0,cell,53,18639.729,Inhibitory neurons 1
28650,3793.362416,7094.489933,12,cell,53,5996.724,Immature oligodendrocytes
28651,2955.321637,7097.695906,11,cell,53,3599.392,Microglia
28652,3338.823529,7096.573529,0,cell,53,13968.83,Inhibitory neurons 1
28653,2591.988764,7098.505618,8,cell,53,2707.107,Unknown
28654,3452.305556,7097.208333,0,cell,53,17222.428,Inhibitory neurons 1
28655,2887.472,7104.62,1,cell,53,5239.752,Astrocytes
28656,3164.885906,7102.838926,0,cell,53,11846.0205,Inhibitory neurons 1
28657,2653.52459,7101.639344,0,cell,53,13682.573,Inhibitory neurons 1
28658,2920.09434,7104.556604,0,cell,53,16426.736,Inhibitory neurons 1
28659,3147.084337,7102.795181,0,cell,53,9803.061,Inhibitory neurons 1
28660,3295.0,7105.235772,5,cell,53,15113.097,Excitatory neurons 2
28661,2766.978328,7110.433437,4,cell,53,7931.7764,Endothelial cells
28662,3497.555556,7113.0,0,cell,53,11413.92,Inhibitory neurons 1
28663,3040.261364,7110.443182,0,cell,53,12929.353,Inhibitory neurons 1
28664,3553.1,7109.94,4,cell,53,2185.1199,Endothelial cells
28665,2868.743119,7112.330275,5,cell,53,11964.376,Excitatory neurons 2
28666,2602.389706,7117.926471,4,cell,53,2664.4932,Endothelial cells
28667,3210.540856,7119.36965,0,cell,53,16662.793,Inhibitory neurons 1
28668,3421.642586,7119.596958,4,cell,53,2809.787,Endothelial cells
28669,2959.450262,7118.643979,0,cell,53,15097.999,Inhibitory neurons 1
28670,3124.902655,7118.924779,0,cell,53,15419.941,Inhibitory neurons 1
28671,3276.636872,7122.206704,1,cell,53,4105.794,Astrocytes
28672,3446.727273,7121.287879,2,cell,53,6367.025,Mature oligodendrocytes 1
28673,3597.509506,7127.155894,11,cell,53,7008.118,Microglia
28674,3736.166667,7124.027778,11,cell,53,3724.3887,Microglia
28675,3186.161905,7124.019048,0,cell,53,13013.065,Inhibitory neurons 1
28676,3475.348936,7128.808511,0,cell,53,24635.615,Inhibitory neurons 1
28677,3465.1875,7123.95,0,cell,53,11789.287,Inhibitory neurons 1
28678,2816.111111,7127.738889,2,cell,53,8957.777,Mature oligodendrocytes 1
28679,3330.344262,7126.262295,1,cell,53,2929.7705,Astrocytes
28680,3372.290323,7129.425806,0,cell,53,13590.077,Inhibitory neurons 1
28681,2545.022727,7128.738636,2,cell,53,6704.909,Mature oligodendrocytes 1
28682,3351.106742,7132.61236,0,cell,53,9178.799,Inhibitory neurons 1
28683,3637.380282,7128.732394,0,cell,53,16060.647,Inhibitory neurons 1
28684,2969.965217,7131.034783,0,cell,53,16995.617,Inhibitory neurons 1
28685,2653.164948,7132.690722,9,cell,53,14280.959,Excitatory neurons 4
28686,2827.146067,7133.617978,5,cell,53,14012.741,Excitatory neurons 2
28687,3103.240741,7133.009259,1,cell,53,3396.111,Astrocytes
28688,3160.733333,7134.516667,0,cell,53,12030.394,Inhibitory neurons 1
28689,3588.154255,7135.909574,10,cell,53,23412.238,Mature oligodendrocytes 2
28690,3141.075,7132.05,0,cell,53,11150.876,Inhibitory neurons 1
28691,3256.735294,7140.25,0,cell,53,12190.447,Inhibitory neurons 1
28692,3031.941748,7140.470874,10,cell,53,10317.321,Mature oligodendrocytes 2
28693,3198.566038,7136.301887,0,cell,53,9174.443,Inhibitory neurons 1
28694,2817.113475,7138.907801,5,cell,53,10588.468,Excitatory neurons 2
28695,3416.036585,7141.487805,0,cell,53,7644.317,Inhibitory neurons 1
28696,3490.511111,7140.811111,0,cell,53,9634.089,Inhibitory neurons 1
28697,2969.531915,7142.595745,12,cell,53,6606.5464,Immature oligodendrocytes
28698,3517.677778,7143.861111,0,cell,53,17727.71,Inhibitory neurons 1
28699,2694.666667,7145.037037,9,cell,53,13978.093,Excitatory neurons 4
28700,2826.314607,7148.533708,12,cell,53,11480.646,Immature oligodendrocytes
28701,3587.534426,7150.167213,10,cell,53,17364.31,Mature oligodendrocytes 2
28702,2775.017316,7150.987013,9,cell,53,18203.293,Excitatory neurons 4
28703,3042.394286,7152.937143,0,cell,53,13689.926,Inhibitory neurons 1
28704,3209.949045,7152.547771,0,cell,53,18545.246,Inhibitory neurons 1
28705,2651.830769,7152.484615,1,cell,53,4498.262,Astrocytes
28706,2749.759434,7155.556604,0,cell,53,12921.279,Inhibitory neurons 1
28707,2943.068063,7156.492147,0,cell,53,10423.806,Inhibitory neurons 1
28708,3354.591623,7159.031414,5,cell,53,14285.534,Excitatory neurons 2
28709,3268.310559,7158.434783,0,cell,53,11483.1875,Inhibitory neurons 1
28710,2706.24183,7159.287582,9,cell,53,20599.994,Excitatory neurons 4
28711,3765.992,7160.288,2,cell,53,9284.017,Mature oligodendrocytes 1
28712,2810.064286,7159.5,5,cell,53,8862.322,Excitatory neurons 2
28713,2963.614865,7162.364865,0,cell,53,10840.088,Inhibitory neurons 1
28714,3603.669173,7163.879699,0,cell,53,17138.57,Inhibitory neurons 1
28715,2896.279221,7165.993506,8,cell,53,6220.311,Unknown
28716,3312.287356,7163.114943,0,cell,53,17694.426,Inhibitory neurons 1
28717,2616.014286,7166.678571,11,cell,53,3280.4214,Microglia
28718,3175.768817,7166.768817,10,cell,53,10118.606,Mature oligodendrocytes 2
28719,3541.561538,7166.023077,4,cell,53,3668.277,Endothelial cells
28720,2862.595238,7165.642857,5,cell,53,7494.8096,Excitatory neurons 2
28721,3142.814815,7168.438272,1,cell,53,5472.945,Astrocytes
28722,3446.385965,7168.853801,0,cell,53,15673.345,Inhibitory neurons 1
28723,2987.604167,7170.635417,2,cell,53,9070.656,Mature oligodendrocytes 1
28724,3515.443396,7168.075472,0,cell,53,12748.414,Inhibitory neurons 1
28725,3559.394558,7168.809524,12,cell,53,8093.8027,Immature oligodendrocytes
28726,2575.447471,7175.809339,9,cell,53,16813.256,Excitatory neurons 4
28727,2916.296296,7168.064815,9,cell,53,11588.083,Excitatory neurons 4
28728,3109.73913,7170.304348,0,cell,53,13917.435,Inhibitory neurons 1
28729,2643.883721,7175.209302,9,cell,53,21432.219,Excitatory neurons 4
28730,2781.954545,7172.045455,1,cell,53,3237.2502,Astrocytes
28731,3489.716814,7172.699115,11,cell,53,6336.628,Microglia
28732,3581.130802,7176.637131,12,cell,53,8752.021,Immature oligodendrocytes
28733,2596.259414,7177.313808,9,cell,53,18617.455,Excitatory neurons 4
28734,3246.574468,7174.62766,4,cell,53,3266.138,Endothelial cells
28735,3594.255102,7176.071429,5,cell,53,7668.235,Excitatory neurons 2
28736,3168.280952,7178.680952,0,cell,53,15088.794,Inhibitory neurons 1
28737,3301.684685,7179.783784,0,cell,53,20299.041,Inhibitory neurons 1
28738,3750.85,7177.55,2,cell,53,7652.1333,Mature oligodendrocytes 1
28739,2622.345455,7181.527273,9,cell,53,24950.242,Excitatory neurons 4
28740,3645.994737,7180.678947,2,cell,53,12943.568,Mature oligodendrocytes 1
28741,2696.67509,7182.209386,9,cell,53,18732.55,Excitatory neurons 4
28742,3357.6,7177.725,0,cell,53,9110.825,Inhibitory neurons 1
28743,3622.982759,7181.971264,1,cell,53,9128.608,Astrocytes
28744,3374.233766,7178.753247,10,cell,53,11714.507,Mature oligodendrocytes 2
28745,2662.172131,7180.745902,10,cell,53,16394.508,Mature oligodendrocytes 2
28746,3184.157895,7180.412281,0,cell,53,11778.3955,Inhibitory neurons 1
28747,3020.75,7182.736111,1,cell,53,3877.6873,Astrocytes
28748,2673.438144,7186.969072,11,cell,53,3903.0771,Microglia
28749,3125.341463,7184.268293,13,cell,53,3914.213,Pericytes
28750,2808.448087,7186.519126,2,cell,53,9440.612,Mature oligodendrocytes 1
28751,2875.677249,7189.26455,5,cell,53,9787.3545,Excitatory neurons 2
28752,3149.835052,7185.618557,0,cell,53,13376.227,Inhibitory neurons 1
28753,2728.5,7190.048611,1,cell,53,6711.9927,Astrocytes
28754,3524.762431,7190.149171,0,cell,53,15793.535,Inhibitory neurons 1
28755,3674.012579,7190.654088,2,cell,53,19411.283,Mature oligodendrocytes 1
28756,2938.610577,7191.235577,0,cell,53,21258.795,Inhibitory neurons 1
28757,2848.702703,7189.202703,1,cell,53,3018.0269,Astrocytes
28758,3356.255952,7191.553571,0,cell,53,16819.727,Inhibitory neurons 1
28759,3251.558442,7191.584416,1,cell,53,3775.2725,Astrocytes
28760,3470.022222,7194.172222,0,cell,53,14573.872,Inhibitory neurons 1
28761,3215.564286,7192.807143,10,cell,53,15125.079,Mature oligodendrocytes 2
28762,3287.966667,7195.913333,0,cell,53,8395.001,Inhibitory neurons 1
28763,3576.685714,7196.24,5,cell,53,10659.005,Excitatory neurons 2
28764,3406.344262,7194.147541,0,cell,53,8558.721,Inhibitory neurons 1
28765,3308.395745,7204.740426,0,cell,53,17286.932,Inhibitory neurons 1
28767,2976.731884,7203.202899,0,cell,53,20861.883,Inhibitory neurons 1
28768,2960.164103,7209.369231,0,cell,53,25131.393,Inhibitory neurons 1
28769,3779.746269,7205.283582,2,cell,53,16105.939,Mature oligodendrocytes 1
28770,2981.40404,7211.424242,0,cell,53,18093.635,Inhibitory neurons 1
28771,2873.5,7210.5,5,cell,53,4465.833,Excitatory neurons 2
28772,2803.054348,7212.619565,1,cell,53,5727.5215,Astrocytes
28773,3753.413793,7209.931034,2,cell,53,8194.759,Mature oligodendrocytes 1
28774,2787.095652,7215.147826,11,cell,53,2554.278,Microglia
28775,2766.344538,7219.004202,9,cell,53,20274.074,Excitatory neurons 4
28776,2905.633803,7219.123239,7,cell,53,8038.504,Blood vessel associated cells
28777,3183.309677,7216.677419,1,cell,53,4825.761,Astrocytes
28778,3120.389381,7215.99115,1,cell,53,3353.2566,Astrocytes
28779,3100.692946,7222.352697,10,cell,53,17993.486,Mature oligodendrocytes 2
28780,3574.22449,7219.326531,10,cell,53,18681.508,Mature oligodendrocytes 2
28781,2997.675926,7219.453704,0,cell,53,17585.127,Inhibitory neurons 1
28782,3277.710692,7219.754717,0,cell,53,21861.393,Inhibitory neurons 1
28783,2582.810427,7221.919431,9,cell,53,25378.004,Excitatory neurons 4
28784,2798.333333,7219.183333,5,cell,53,14229.468,Excitatory neurons 2
28785,2846.558333,7224.1,5,cell,53,10379.792,Excitatory neurons 2
28786,2878.6,7221.36,5,cell,53,6654.04,Excitatory neurons 2
28787,3370.715278,7225.770833,0,cell,53,8538.66,Inhibitory neurons 1
28789,3414.592593,7222.925926,1,cell,53,1664.963,Astrocytes
28790,2943.333333,7227.836735,0,cell,53,13238.326,Inhibitory neurons 1
28791,3580.683871,7229.406452,0,cell,53,14430.734,Inhibitory neurons 1
28792,3499.709459,7229.486486,4,cell,53,5968.237,Endothelial cells
28793,3049.793478,7229.543478,4,cell,53,4007.0544,Endothelial cells
28794,3086.074534,7231.037267,0,cell,53,23769.258,Inhibitory neurons 1
28795,2875.834951,7230.990291,5,cell,53,10960.884,Excitatory neurons 2
28796,2616.56,7234.12,9,cell,53,22210.1,Excitatory neurons 4
28797,3423.75,7235.439394,10,cell,53,23770.977,Mature oligodendrocytes 2
28798,3008.6,7239.938095,0,cell,53,24365.838,Inhibitory neurons 1
28799,2982.382775,7239.449761,0,cell,53,17372.668,Inhibitory neurons 1
28800,2887.5625,7237.7125,5,cell,53,7077.0005,Excitatory neurons 2
28801,3077.961404,7241.487719,10,cell,53,19984.45,Mature oligodendrocytes 2
28802,3607.791139,7240.177215,11,cell,53,4717.4683,Microglia
28803,2958.795139,7245.128472,10,cell,53,15028.765,Mature oligodendrocytes 2
28804,3545.327586,7241.172414,4,cell,53,4692.371,Endothelial cells
28805,3153.632353,7240.441176,8,cell,53,5087.75,Unknown
28806,3340.051852,7242.459259,1,cell,53,7716.5107,Astrocytes
28807,3482.190789,7243.243421,1,cell,53,9596.197,Astrocytes
28808,2852.910112,7242.853933,5,cell,53,10123.572,Excitatory neurons 2
28809,3311.072464,7243.26087,1,cell,53,4530.645,Astrocytes
28810,3644.179688,7245.375,1,cell,53,6730.1484,Astrocytes
28811,3094.159574,7248.425532,0,cell,53,20617.0,Inhibitory neurons 1
28812,2835.75,7248.02439,5,cell,53,8191.61,Excitatory neurons 2
28813,3017.886792,7245.754717,0,cell,53,25782.262,Inhibitory neurons 1
28814,3139.335938,7247.265625,0,cell,53,11398.117,Inhibitory neurons 1
28815,3210.688776,7249.94898,2,cell,53,10484.276,Mature oligodendrocytes 1
28816,3621.83432,7247.579882,8,cell,53,8404.36,Unknown
28817,2893.467742,7246.741935,5,cell,53,5554.1772,Excitatory neurons 2
28818,2993.98913,7249.358696,0,cell,53,10310.185,Inhibitory neurons 1
28819,3400.070175,7251.859649,0,cell,53,15535.613,Inhibitory neurons 1
28820,3493.115523,7253.963899,0,cell,53,24220.031,Inhibitory neurons 1
28821,3338.755725,7255.660305,7,cell,53,6169.5225,Blood vessel associated cells
28822,3738.303704,7252.451852,2,cell,53,6813.556,Mature oligodendrocytes 1
28823,3240.783505,7261.353952,0,cell,53,8877.64,Inhibitory neurons 1
28824,3630.844262,7257.47541,4,cell,53,5128.197,Endothelial cells
28825,2861.676923,7258.584615,5,cell,53,8322.185,Excitatory neurons 2
28826,2851.875,7262.708333,5,cell,53,7209.18,Excitatory neurons 2
28827,2841.612245,7266.231293,5,cell,53,7438.9863,Excitatory neurons 2
28828,2874.3125,7268.125,5,cell,53,8554.931,Excitatory neurons 2
28829,3135.324503,7268.099338,0,cell,53,11486.324,Inhibitory neurons 1
28830,3079.962264,7270.930818,0,cell,53,18475.24,Inhibitory neurons 1
28832,3091.227642,7270.934959,0,cell,53,14152.779,Inhibitory neurons 1
28833,2817.172727,7276.909091,11,cell,53,9553.515,Microglia
28834,2989.91791,7275.828358,10,cell,53,29479.201,Mature oligodendrocytes 2
28835,3606.635762,7274.125828,12,cell,53,5050.5894,Immature oligodendrocytes
28836,2765.831169,7273.103896,2,cell,53,8528.663,Mature oligodendrocytes 1
28837,2966.294606,7278.937759,0,cell,53,17437.605,Inhibitory neurons 1
28838,2830.874346,7279.748691,5,cell,53,10792.779,Excitatory neurons 2
28839,3390.984375,7278.572917,0,cell,53,8316.881,Inhibitory neurons 1
28840,2693.169231,7275.892308,6,cell,53,7468.0005,Excitatory neurons 3
28841,3756.072464,7278.949275,2,cell,53,9761.377,Mature oligodendrocytes 1
28842,2953.216049,7280.191358,2,cell,53,14744.839,Mature oligodendrocytes 1
28843,3104.90411,7278.013699,0,cell,53,22585.863,Inhibitory neurons 1
28844,3466.418848,7282.596859,0,cell,53,28085.068,Inhibitory neurons 1
28845,2794.585987,7282.203822,5,cell,53,10549.013,Excitatory neurons 2
28846,3777.134021,7283.293814,2,cell,53,11715.557,Mature oligodendrocytes 1
28847,3027.366013,7283.156863,0,cell,53,23065.814,Inhibitory neurons 1
28848,3356.326316,7286.421053,0,cell,53,13435.558,Inhibitory neurons 1
28849,3440.663636,7283.381818,10,cell,53,32588.002,Mature oligodendrocytes 2
28850,3093.887097,7282.887097,8,cell,53,5408.452,Unknown
28851,2785.849462,7288.225806,7,cell,53,7252.0977,Blood vessel associated cells
28852,3498.8,7288.9,10,cell,53,32675.072,Mature oligodendrocytes 2
28853,3527.188889,7288.133333,4,cell,53,6608.0557,Endothelial cells
28854,3007.252101,7293.168067,0,cell,53,14980.311,Inhibitory neurons 1
28855,3042.007463,7289.880597,1,cell,53,6275.5815,Astrocytes
28856,2549.107843,7291.137255,4,cell,53,2037.588,Endothelial cells
28857,2949.911111,7291.340741,10,cell,53,17150.533,Mature oligodendrocytes 2
28858,2979.237179,7292.455128,0,cell,53,19015.854,Inhibitory neurons 1
28859,3453.344156,7292.5,4,cell,53,9229.363,Endothelial cells
28860,2808.51497,7294.622754,5,cell,53,13139.336,Excitatory neurons 2
28861,3309.606936,7295.057803,0,cell,53,10829.526,Inhibitory neurons 1
28862,3552.595238,7292.797619,12,cell,53,4589.024,Immature oligodendrocytes
28863,2757.485714,7294.495238,7,cell,53,5500.019,Blood vessel associated cells
28864,2829.380952,7295.352381,1,cell,53,6758.6,Astrocytes
28865,3137.294118,7294.45098,11,cell,53,2646.9412,Microglia
28867,3778.045161,7296.967742,2,cell,53,7008.193,Mature oligodendrocytes 1
28868,2770.436508,7296.992063,7,cell,53,8748.326,Blood vessel associated cells
28869,2841.788079,7297.582781,5,cell,53,10802.735,Excitatory neurons 2
28870,3417.327485,7298.730994,2,cell,53,17058.217,Mature oligodendrocytes 1
28871,2870.0,7296.5,5,cell,53,6154.1675,Excitatory neurons 2
28872,3120.006536,7297.803922,0,cell,53,9456.647,Inhibitory neurons 1
28873,3565.742424,7298.272727,5,cell,53,10138.447,Excitatory neurons 2
28874,3179.744792,7301.838542,1,cell,53,4657.214,Astrocytes
28875,3524.675214,7298.222222,4,cell,53,5550.2993,Endothelial cells
28876,3217.854167,7296.416667,11,cell,53,1032.4583,Microglia
28877,2946.423077,7300.423077,0,cell,53,16254.058,Inhibitory neurons 1
28878,3018.078947,7303.605263,1,cell,53,5185.3945,Astrocytes
28879,3197.037037,7307.435185,0,cell,53,18356.85,Inhibitory neurons 1
28880,2761.993506,7308.688312,7,cell,53,4917.461,Blood vessel associated cells
28882,2632.127072,7308.977901,9,cell,53,12246.988,Excitatory neurons 4
28883,3463.6,7307.72381,12,cell,53,8642.934,Immature oligodendrocytes
28884,3567.0,7309.657407,5,cell,53,9290.77,Excitatory neurons 2
28885,2951.611429,7312.445714,0,cell,53,11879.595,Inhibitory neurons 1
28886,3521.0,7309.957143,13,cell,53,3903.6714,Pericytes
28887,2703.042735,7314.094017,9,cell,53,14622.404,Excitatory neurons 4
28888,3401.20979,7316.748252,2,cell,53,9101.832,Mature oligodendrocytes 1
28889,2727.599369,7321.615142,10,cell,53,11170.626,Mature oligodendrocytes 2
28890,2880.19403,7317.671642,5,cell,53,5227.6562,Excitatory neurons 2
28891,3777.504098,7324.356557,2,cell,53,5551.9424,Mature oligodendrocytes 1
28892,3011.607735,7321.01105,13,cell,53,9942.134,Pericytes
28893,3457.726027,7319.438356,11,cell,53,3183.0,Microglia
28894,3122.315508,7323.716578,0,cell,53,12254.722,Inhibitory neurons 1
28895,3707.991379,7321.801724,2,cell,53,8858.087,Mature oligodendrocytes 1
28896,2988.274336,7322.221239,12,cell,53,5813.938,Immature oligodendrocytes
28897,2697.15,7324.48125,10,cell,53,9414.412,Mature oligodendrocytes 2
28899,3562.871921,7327.384236,10,cell,53,16772.492,Mature oligodendrocytes 2
28900,2958.408333,7325.108333,0,cell,53,17369.26,Inhibitory neurons 1
28901,2621.0,7330.253086,9,cell,53,10631.18,Excitatory neurons 4
28902,2669.468085,7332.659574,9,cell,53,12037.472,Excitatory neurons 4
28903,3383.954128,7329.522936,1,cell,53,7012.0454,Astrocytes
28904,2828.415584,7328.883117,8,cell,53,2175.0518,Unknown
28905,3003.081448,7332.21267,10,cell,53,17404.22,Mature oligodendrocytes 2
28906,3521.285714,7330.357143,7,cell,53,7172.6787,Blood vessel associated cells
28907,3731.042553,7329.297872,1,cell,53,3367.936,Astrocytes
28908,3052.757813,7335.382813,1,cell,53,4726.8594,Astrocytes
28909,3179.831579,7338.294737,5,cell,53,7709.4204,Excitatory neurons 2
28910,3631.452489,7337.855204,0,cell,53,19155.062,Inhibitory neurons 1
28911,2904.738372,7338.715116,5,cell,53,10139.197,Excitatory neurons 2
28912,3527.690141,7337.225352,7,cell,53,6410.253,Blood vessel associated cells
28913,3018.010753,7339.333333,0,cell,53,12421.43,Inhibitory neurons 1
28914,3143.37234,7343.007092,0,cell,53,22345.064,Inhibitory neurons 1
28915,2706.013889,7338.402778,8,cell,53,4694.7085,Unknown
28916,2887.325,7342.139286,5,cell,53,7864.7817,Excitatory neurons 2
28917,3200.095808,7342.257485,0,cell,53,10827.909,Inhibitory neurons 1
28918,3512.12987,7341.811688,1,cell,53,5016.234,Astrocytes
28919,2864.108844,7345.809524,5,cell,53,10430.313,Excitatory neurons 2
28920,3547.792746,7346.963731,5,cell,53,13181.688,Excitatory neurons 2
28921,3123.3125,7346.3125,1,cell,53,3664.9688,Astrocytes
28922,3628.843023,7351.261628,8,cell,53,8240.483,Unknown
28923,3350.982517,7355.265734,10,cell,53,12112.985,Mature oligodendrocytes 2
28924,3785.166667,7349.071429,1,cell,53,2904.6428,Astrocytes
28925,2838.693878,7354.265306,5,cell,53,8302.885,Excitatory neurons 2
28926,3103.505263,7355.915789,4,cell,53,5748.2217,Endothelial cells
28927,3732.323529,7351.5,2,cell,53,11690.912,Mature oligodendrocytes 1
28928,2907.0,7350.516129,5,cell,53,5848.6294,Excitatory neurons 2
28929,3030.683962,7355.688679,0,cell,53,22469.242,Inhibitory neurons 1
28930,2587.717391,7353.684783,9,cell,53,12438.88,Excitatory neurons 4
28931,3659.504762,7354.552381,2,cell,53,6593.7144,Mature oligodendrocytes 1
28932,2858.989011,7356.461538,5,cell,53,6592.253,Excitatory neurons 2
28933,3574.162162,7352.702703,4,cell,53,3155.2163,Endothelial cells
28934,3532.450292,7359.403509,2,cell,53,10838.966,Mature oligodendrocytes 1
28935,3709.552941,7359.547059,5,cell,53,8990.378,Excitatory neurons 2
28936,2877.323529,7362.876471,5,cell,53,5944.8296,Excitatory neurons 2
28937,2992.558442,7359.324675,1,cell,53,2033.8701,Astrocytes
28938,3269.46988,7360.919679,13,cell,53,8329.562,Pericytes
28939,3087.373786,7364.325243,11,cell,53,6221.072,Microglia
28940,3613.952381,7362.809524,13,cell,53,4958.8887,Pericytes
28941,3407.823529,7361.976471,2,cell,53,8286.129,Mature oligodendrocytes 1
28942,2843.517808,7369.331507,5,cell,53,9716.446,Excitatory neurons 2
28943,3504.097222,7364.895833,1,cell,53,6568.82,Astrocytes
28944,3627.517949,7366.446154,2,cell,53,13143.641,Mature oligodendrocytes 1
28945,2896.054054,7362.432432,5,cell,53,3659.5674,Excitatory neurons 2
28946,3247.948905,7366.408759,0,cell,53,12821.409,Inhibitory neurons 1
28947,3547.47619,7366.904762,1,cell,53,5090.5894,Astrocytes
28948,2937.154639,7367.685567,5,cell,53,10437.258,Excitatory neurons 2
28949,3178.28125,7364.140625,7,cell,53,7767.797,Blood vessel associated cells
28950,2960.072165,7368.835052,1,cell,53,2809.7322,Astrocytes
28951,3203.931579,7372.884211,0,cell,53,10478.675,Inhibitory neurons 1
28952,2704.125786,7371.63522,7,cell,53,5396.748,Blood vessel associated cells
28953,3670.107843,7372.0,1,cell,53,4143.6963,Astrocytes
28954,3557.439024,7370.268293,1,cell,53,3704.6582,Astrocytes
28955,3063.923611,7375.534722,10,cell,53,7815.653,Mature oligodendrocytes 2
28956,3171.801418,7375.432624,13,cell,53,7830.383,Pericytes
28957,3354.817391,7377.343478,10,cell,53,20697.463,Mature oligodendrocytes 2
28958,2915.923077,7381.14359,10,cell,53,16159.636,Mature oligodendrocytes 2
