,x,y,leiden,QC,n_genes,normalize_total,class
4941,7503.746032,11932.83598,13,cell,53,4036.609,Pericytes
4942,6794.659794,11930.94845,0,cell,53,6777.176,Inhibitory neurons 1
4943,6973.011236,11929.92135,0,cell,53,8216.033,Inhibitory neurons 1
4944,6644.077844,11935.59281,0,cell,53,8835.006,Inhibitory neurons 1
4945,6778.986301,11931.65753,0,cell,53,7141.7397,Inhibitory neurons 1
4946,6533.65625,11933.78906,1,cell,53,1608.2656,Astrocytes
4947,6621.015957,11938.26596,0,cell,53,15933.67,Inhibitory neurons 1
4948,6822.92381,11936.52381,4,cell,53,3025.0955,Endothelial cells
4949,6428.37619,11939.3,10,cell,53,7974.8955,Mature oligodendrocytes 2
4950,6902.133333,11938.59048,6,cell,53,7925.1626,Excitatory neurons 3
4951,6403.767196,11941.02646,10,cell,53,11204.36,Mature oligodendrocytes 2
4952,6555.304054,11940.19595,10,cell,53,10868.008,Mature oligodendrocytes 2
4953,6685.5,11938.0,1,cell,53,3149.2068,Astrocytes
4954,6661.671053,11944.92434,0,cell,53,10767.375,Inhibitory neurons 1
4955,6973.44186,11943.13488,0,cell,53,8679.897,Inhibitory neurons 1
4956,7491.611446,11945.59337,7,cell,53,12730.961,Blood vessel associated cells
4957,7470.722689,11942.10084,1,cell,53,11022.655,Astrocytes
4958,6869.778523,11946.89262,0,cell,53,8317.147,Inhibitory neurons 1
4959,6517.215686,11950.2451,4,cell,53,1858.9902,Endothelial cells
4960,6846.78125,11949.75,0,cell,53,7044.4062,Inhibitory neurons 1
4961,6643.594937,11951.29747,0,cell,53,11162.158,Inhibitory neurons 1
4962,6538.897059,11952.86765,1,cell,53,1840.2502,Astrocytes
4963,6954.882353,11953.28235,13,cell,53,2594.3057,Pericytes
4964,6424.684211,11955.46711,0,cell,53,5466.2236,Inhibitory neurons 1
4965,6781.948454,11954.65979,0,cell,53,6714.2686,Inhibitory neurons 1
4966,6964.29375,11957.55625,4,cell,53,4199.6816,Endothelial cells
4967,6865.92562,11956.71074,0,cell,53,4971.926,Inhibitory neurons 1
4968,6911.191176,11957.92647,6,cell,53,6819.596,Excitatory neurons 3
4969,6408.62963,11961.69444,0,cell,53,11937.058,Inhibitory neurons 1
4970,6833.405229,11959.48366,0,cell,53,11756.902,Inhibitory neurons 1
4971,7513.163265,11960.45578,7,cell,53,4690.171,Blood vessel associated cells
4972,6592.068,11964.612,12,cell,53,4654.888,Immature oligodendrocytes
4973,6847.852071,11963.51479,0,cell,53,14892.841,Inhibitory neurons 1
4974,6530.508772,11961.01754,0,cell,53,4637.877,Inhibitory neurons 1
4975,7456.09375,11960.90625,11,cell,53,1561.9061,Microglia
4976,6804.824324,11963.02703,2,cell,53,9166.216,Mature oligodendrocytes 1
4977,7485.545455,11964.3719,1,cell,53,11633.023,Astrocytes
4978,6478.932203,11964.44915,1,cell,53,2935.5088,Astrocytes
4979,6795.908497,11965.36601,1,cell,53,8433.844,Astrocytes
4980,6610.182482,11965.46715,1,cell,53,7202.058,Astrocytes
4981,6858.563636,11963.54545,1,cell,53,4871.255,Astrocytes
4982,6562.985222,11969.44828,0,cell,53,9136.821,Inhibitory neurons 1
4983,6821.395349,11967.7907,0,cell,53,8091.605,Inhibitory neurons 1
4984,6836.608911,11971.11881,0,cell,53,11834.051,Inhibitory neurons 1
4985,6908.809524,11968.67619,4,cell,53,3189.2,Endothelial cells
4986,6501.923077,11967.67308,0,cell,53,5497.7495,Inhibitory neurons 1
4987,6622.58871,11970.98387,4,cell,53,3336.645,Endothelial cells
4988,6428.876033,11972.63636,0,cell,53,7866.1323,Inhibitory neurons 1
4989,6577.765625,11971.8125,1,cell,53,3965.6719,Astrocytes
4990,7504.57037,11975.2,7,cell,53,18945.623,Blood vessel associated cells
4991,6369.547297,11977.49324,2,cell,53,10815.2705,Mature oligodendrocytes 1
4992,6660.272727,11979.32576,0,cell,53,8927.17,Inhibitory neurons 1
4993,6898.350575,11977.9023,0,cell,53,6641.2935,Inhibitory neurons 1
4994,6681.193277,11978.06723,11,cell,53,1822.9747,Microglia
4995,6395.007937,11979.60317,6,cell,53,8101.6587,Excitatory neurons 3
4996,6436.990741,11980.07407,4,cell,53,8041.204,Endothelial cells
4997,6503.039474,11981.73684,0,cell,53,11190.316,Inhibitory neurons 1
4998,6597.097826,11981.99457,6,cell,53,7728.4946,Excitatory neurons 3
4999,6550.215385,11979.58462,0,cell,53,8643.984,Inhibitory neurons 1
5000,7554.075862,11983.58621,11,cell,53,2542.7654,Microglia
5001,7102.770992,11987.68702,6,cell,53,7618.9463,Excitatory neurons 3
5002,6517.986207,11990.04138,10,cell,53,10090.687,Mature oligodendrocytes 2
5003,7159.133333,11985.7,6,cell,53,6105.35,Excitatory neurons 3
5004,6563.612069,11987.53448,4,cell,53,2723.172,Endothelial cells
5005,6354.191919,11988.37374,0,cell,53,6129.374,Inhibitory neurons 1
5006,7522.44918,11992.55738,7,cell,53,21288.639,Blood vessel associated cells
5007,6789.254386,11991.88158,4,cell,53,8645.544,Endothelial cells
5008,6805.609756,11991.88618,8,cell,53,4855.1294,Unknown
5009,6437.15534,11991.16505,1,cell,53,5159.0874,Astrocytes
5010,6537.194444,11989.62963,1,cell,53,3502.8699,Astrocytes
5011,6700.286713,11990.53846,0,cell,53,9669.077,Inhibitory neurons 1
5012,7281.118182,11992.34091,6,cell,53,10085.437,Excitatory neurons 3
5013,6469.571429,11994.09023,10,cell,53,4591.549,Mature oligodendrocytes 2
5014,6582.992958,11992.27465,0,cell,53,10248.282,Inhibitory neurons 1
5015,7494.804878,11993.82927,1,cell,53,8745.91,Astrocytes
5016,7127.914894,11990.53191,7,cell,53,4774.043,Blood vessel associated cells
5017,7569.465686,11996.38725,6,cell,53,16389.525,Excitatory neurons 3
5018,6839.862069,11995.76724,0,cell,53,5850.37,Inhibitory neurons 1
5019,6898.016667,11996.28333,0,cell,53,6165.1504,Inhibitory neurons 1
5020,7485.848837,11999.46512,1,cell,53,6128.1626,Astrocytes
5021,6414.289474,12001.69298,0,cell,53,4405.5093,Inhibitory neurons 1
5022,6695.869048,12000.63095,7,cell,53,10257.853,Blood vessel associated cells
5023,7125.175355,12000.80095,7,cell,53,7346.6597,Blood vessel associated cells
5024,6354.68,12003.232,0,cell,53,6032.704,Inhibitory neurons 1
5025,7020.068182,11998.95455,4,cell,53,2689.2954,Endothelial cells
5026,7602.524096,12002.51807,6,cell,53,11171.7295,Excitatory neurons 3
5027,6769.582677,12002.24409,0,cell,53,12524.677,Inhibitory neurons 1
5028,6902.921053,12003.05263,0,cell,53,3926.2456,Inhibitory neurons 1
5029,7274.0,12001.94118,0,cell,53,11539.441,Inhibitory neurons 1
5030,6612.926829,12005.32927,4,cell,53,3878.8293,Endothelial cells
5031,7515.624161,12007.26846,7,cell,53,17716.97,Blood vessel associated cells
5032,7090.556962,12010.17089,0,cell,53,16813.07,Inhibitory neurons 1
5033,7113.116279,12005.7907,6,cell,53,5697.1626,Excitatory neurons 3
5034,6582.201299,12010.37662,10,cell,53,6574.1104,Mature oligodendrocytes 2
5035,6687.733945,12010.26606,7,cell,53,11313.991,Blood vessel associated cells
5036,6892.034884,12010.79651,0,cell,53,6570.9766,Inhibitory neurons 1
5037,7530.606335,12015.50679,7,cell,53,10814.974,Blood vessel associated cells
5038,7220.522222,12012.41667,1,cell,53,9674.184,Astrocytes
5039,7020.067073,12012.20122,0,cell,53,9599.914,Inhibitory neurons 1
5040,7541.726708,12010.87578,1,cell,53,6431.267,Astrocytes
5041,6499.396,12014.916,0,cell,53,13209.256,Inhibitory neurons 1
5042,7282.5,12012.60484,0,cell,53,10766.009,Inhibitory neurons 1
5043,6569.903614,12016.37952,0,cell,53,12661.235,Inhibitory neurons 1
5044,6707.78392,12014.15075,7,cell,53,3959.1306,Blood vessel associated cells
5045,7209.704,12015.184,0,cell,53,12066.137,Inhibitory neurons 1
5046,7266.179641,12014.36527,7,cell,53,6199.5806,Blood vessel associated cells
5047,7505.606452,12014.65161,1,cell,53,17558.07,Astrocytes
5048,7255.594595,12013.32432,7,cell,53,6846.419,Blood vessel associated cells
5049,6796.608696,12016.13043,2,cell,53,3980.7512,Mature oligodendrocytes 1
5050,7493.488889,12019.35,0,cell,53,12997.411,Inhibitory neurons 1
5051,6412.319149,12019.51773,0,cell,53,7671.7812,Inhibitory neurons 1
5052,6694.959184,12019.72789,7,cell,53,9604.721,Blood vessel associated cells
5053,7033.233503,12025.45685,1,cell,53,6704.4214,Astrocytes
5054,6475.835616,12024.28767,0,cell,53,7258.5884,Inhibitory neurons 1
5055,7006.505882,12028.54902,10,cell,53,16587.934,Mature oligodendrocytes 2
5056,6535.75,12028.9569,0,cell,53,15081.12,Inhibitory neurons 1
5057,7240.981707,12029.19512,1,cell,53,7013.177,Astrocytes
5058,7423.455696,12025.78481,6,cell,53,4714.8726,Excitatory neurons 3
5059,7272.038462,12024.30769,6,cell,53,6137.1157,Excitatory neurons 3
5060,7521.423387,12031.63306,7,cell,53,14229.92,Blood vessel associated cells
5061,6509.868217,12031.03101,0,cell,53,10829.294,Inhibitory neurons 1
5062,6611.811594,12028.98551,1,cell,53,3740.9856,Astrocytes
5063,7150.243243,12027.97297,1,cell,53,4719.6753,Astrocytes
5064,6419.266667,12032.42051,10,cell,53,6984.6357,Mature oligodendrocytes 2
5065,6834.923664,12034.20611,4,cell,53,4348.206,Endothelial cells
5066,6935.80597,12035.37313,0,cell,53,11236.194,Inhibitory neurons 1
5067,7060.580645,12031.77419,0,cell,53,10985.096,Inhibitory neurons 1
5068,6978.865591,12037.45699,10,cell,53,9715.414,Mature oligodendrocytes 2
5069,6498.047619,12036.6381,4,cell,53,3352.3235,Endothelial cells
5070,7394.895652,12038.06957,1,cell,53,3436.9392,Astrocytes
5071,7052.861386,12038.54455,1,cell,53,8039.544,Astrocytes
5072,6881.073892,12042.64532,2,cell,53,7983.611,Mature oligodendrocytes 1
5073,7008.351852,12041.57407,1,cell,53,9854.144,Astrocytes
5074,7179.798246,12040.20175,4,cell,53,4207.2627,Endothelial cells
5075,6940.167742,12044.01935,10,cell,53,14225.264,Mature oligodendrocytes 2
5076,7534.15534,12045.88835,7,cell,53,16432.135,Blood vessel associated cells
5077,6416.716981,12044.01887,0,cell,53,7105.4087,Inhibitory neurons 1
5078,6475.996403,12050.75899,10,cell,53,5351.4033,Mature oligodendrocytes 2
5079,6781.493421,12045.26316,0,cell,53,6804.843,Inhibitory neurons 1
5080,6673.520958,12051.2994,1,cell,53,4702.617,Astrocytes
5081,6998.5,12049.22222,0,cell,53,15040.319,Inhibitory neurons 1
5082,6932.365922,12054.81844,11,cell,53,7398.8267,Microglia
5083,7086.254717,12053.5,11,cell,53,8447.086,Microglia
5084,6401.950495,12054.43069,11,cell,53,2366.3618,Microglia
5085,6571.666667,12049.83333,0,cell,53,4036.9287,Inhibitory neurons 1
5086,6808.726619,12055.00719,12,cell,53,4067.05,Immature oligodendrocytes
5087,7028.46087,12055.46087,1,cell,53,6192.096,Astrocytes
5088,7252.240741,12052.96296,1,cell,53,5763.982,Astrocytes
5089,6788.861702,12055.41489,10,cell,53,10267.309,Mature oligodendrocytes 2
5090,7461.983051,12056.55085,0,cell,53,10333.432,Inhibitory neurons 1
5091,7542.584906,12058.6717,7,cell,53,19762.59,Blood vessel associated cells
5092,6627.0625,12058.93182,0,cell,53,8785.294,Inhibitory neurons 1
5093,6829.707182,12061.68508,1,cell,53,7101.8784,Astrocytes
5094,6921.092593,12064.45062,0,cell,53,9168.567,Inhibitory neurons 1
5095,6449.644068,12061.44068,4,cell,53,1558.7627,Endothelial cells
5096,7023.261468,12068.33028,6,cell,53,9089.5,Excitatory neurons 3
5097,7520.465116,12064.5814,1,cell,53,5462.6978,Astrocytes
5098,7353.239583,12066.52083,1,cell,53,5801.9585,Astrocytes
5099,6666.45122,12068.47561,0,cell,53,4963.0737,Inhibitory neurons 1
5100,7102.55814,12067.46512,4,cell,53,4537.046,Endothelial cells
5101,7110.755102,12066.40816,4,cell,53,5197.1226,Endothelial cells
5102,7171.511905,12067.83333,1,cell,53,5756.262,Astrocytes
5103,7464.828221,12069.3865,6,cell,53,12256.153,Excitatory neurons 3
5104,7498.341463,12069.21951,6,cell,53,4893.7324,Excitatory neurons 3
5105,6752.295699,12072.23118,0,cell,53,12471.951,Inhibitory neurons 1
5106,6461.624113,12074.58865,2,cell,53,3889.3687,Mature oligodendrocytes 1
5107,6784.361217,12073.4943,0,cell,53,11245.148,Inhibitory neurons 1
5108,6869.839286,12070.80357,0,cell,53,8630.519,Inhibitory neurons 1
5109,6903.45,12073.05714,0,cell,53,17175.336,Inhibitory neurons 1
5110,7564.989011,12072.24176,1,cell,53,10756.548,Astrocytes
5111,6536.02907,12075.23256,0,cell,53,6648.1636,Inhibitory neurons 1
5112,7536.878378,12074.84459,7,cell,53,18621.125,Blood vessel associated cells
5113,6624.909449,12079.48819,0,cell,53,5203.7603,Inhibitory neurons 1
5114,7243.877049,12075.72951,4,cell,53,2232.4673,Endothelial cells
5115,7091.573529,12077.86029,13,cell,53,7401.898,Pericytes
5116,7202.990654,12075.27103,1,cell,53,7672.5513,Astrocytes
5117,6991.578512,12078.5124,0,cell,53,10385.182,Inhibitory neurons 1
5118,7552.026163,12082.56686,7,cell,53,29128.344,Blood vessel associated cells
5119,6610.909091,12077.24242,4,cell,52,1436.3636,Endothelial cells
5120,7108.159091,12077.95455,1,cell,53,3955.273,Astrocytes
5121,7189.009852,12080.44828,0,cell,53,22146.057,Inhibitory neurons 1
5122,7609.93617,12077.53191,1,cell,53,6191.213,Astrocytes
5123,6428.505747,12079.88506,1,cell,53,2343.6094,Astrocytes
5124,6982.87,12081.16,4,cell,53,3546.2,Endothelial cells
5125,7118.815951,12083.30675,0,cell,53,12404.883,Inhibitory neurons 1
5126,6352.156863,12081.29412,0,cell,53,6355.1763,Inhibitory neurons 1
5127,6810.123711,12086.01546,11,cell,53,2900.299,Microglia
5128,7073.099099,12081.66667,4,cell,53,3812.3062,Endothelial cells
5129,6967.078947,12083.99123,1,cell,53,5934.465,Astrocytes
5130,7483.539063,12085.03125,0,cell,53,7120.828,Inhibitory neurons 1
5131,7292.071429,12087.04762,0,cell,53,6924.119,Inhibitory neurons 1
5132,6951.888889,12093.04233,0,cell,53,9375.762,Inhibitory neurons 1
5133,6994.051546,12089.87629,0,cell,53,8430.773,Inhibitory neurons 1
5134,6721.642487,12094.95855,0,cell,53,8824.228,Inhibitory neurons 1
5135,6515.993631,12093.48408,0,cell,53,10210.376,Inhibitory neurons 1
5136,7539.85567,12092.15464,7,cell,53,23695.557,Blood vessel associated cells
5137,6561.561905,12094.32381,10,cell,53,9441.361,Mature oligodendrocytes 2
5138,7004.424581,12096.98883,1,cell,53,5808.905,Astrocytes
5139,7019.54,12096.945,0,cell,53,12864.239,Inhibitory neurons 1
5140,7513.830986,12093.19718,1,cell,53,3320.479,Astrocytes
5141,6501.373494,12098.16265,1,cell,53,5866.9517,Astrocytes
