,x,y,leiden,QC
22828,6837.655629,8439.490066,29,cell
22829,6886.393939,8443.212121,29,cell
22830,6902.710526,8443.536842,29,cell
22831,7401.920213,8440.792553,5,cell
22832,6442.051282,8439.551282,5,cell
22833,7235.513043,8446.082609,19,cell
22834,7486.197183,8443.070423,3,cell
22835,6663.553763,8448.435484,4,cell
22836,7120.312883,8448.09816,25,cell
22837,7013.377778,8453.044444,5,cell
22838,6557.159341,8451.565934,17,cell
22839,6694.128378,8453.317568,24,cell
22840,6710.872881,8451.580508,19,cell
22841,6408.650273,8452.114754,28,cell
22842,7277.305389,8451.48503,29,cell
22843,6848.344086,8451.892473,29,cell
22844,6940.518182,8451.609091,20,cell
22845,7098.392045,8454.323864,14,cell
22846,7293.973451,8451.619469,25,cell
22847,6924.954887,8454.706767,14,cell
22848,6757.073171,8452.963415,6,cell
22849,6911.202797,8455.734266,29,cell
22850,7146.629921,8455.889764,8,cell
22851,7233.004115,8459.757202,8,cell
22852,6891.632911,8458.455696,29,cell
22853,6601.407407,8458.814815,17,cell
22854,6862.54878,8461.426829,29,cell
22855,6933.918367,8461.612245,5,cell
22856,7318.162791,8458.05814,29,cell
22857,7614.818966,8461.206897,3,cell
22858,6568.0,8461.929204,17,cell
22859,7288.758621,8463.006897,29,cell
22860,6590.723529,8464.276471,7,cell
22861,7264.064748,8463.568345,29,cell
22862,7064.987952,8463.325301,35,cell
22863,7304.58642,8465.049383,29,cell
22864,6526.268293,8469.121951,17,cell
22865,7248.198582,8466.425532,29,cell
22866,6413.313433,8468.40796,17,cell
22867,6907.99359,8469.608974,29,cell
22868,7507.330435,8470.373913,3,cell
22869,7096.584615,8473.207692,20,cell
22870,6936.287037,8475.796296,12,cell
22871,7288.545126,8475.285199,29,cell
22872,6697.422018,8475.027523,3,cell
22873,6857.636364,8472.818182,29,cell
22874,6891.078431,8471.54902,29,cell
22875,7562.56338,8476.042254,5,cell
22876,7268.236364,8476.318182,29,cell
22877,7082.103448,8480.296552,25,cell
22878,6999.042424,8479.830303,3,cell
22879,6381.223684,8480.664474,1,cell
22880,7246.896104,8479.454545,29,cell
22881,7311.185185,8481.714286,29,cell
22882,7617.435484,8481.822581,22,cell
22883,7579.151261,8482.092437,12,cell
22884,6666.274194,8484.096774,5,cell
22885,6679.834677,8487.326613,24,cell
22886,7044.126623,8487.772727,4,cell
22887,6693.0,8488.052632,25,cell
22888,7298.25,8485.720588,29,cell
22889,7230.662577,8486.91411,29,cell
22890,7255.800712,8490.825623,29,cell
22891,7279.932515,8490.460123,29,cell
22892,7156.485294,8488.867647,6,cell
22893,6938.448845,8496.838284,29,cell
22894,6362.260606,8493.4,20,cell
22895,7087.55102,8491.846939,8,cell
22896,7318.614865,8496.878378,29,cell
22897,6910.575163,8493.339869,29,cell
22898,7298.184783,8498.73913,29,cell
22899,7379.109091,8500.987879,3,cell
22900,6688.854545,8500.163636,24,cell
22901,7584.520548,8501.945205,16,cell
22902,6887.447115,8509.216346,29,cell
22903,6931.594872,8508.174359,29,cell
22904,6902.901042,8507.677083,29,cell
22905,6439.767442,8508.046512,17,cell
22906,6874.459016,8508.032787,29,cell
22907,6913.369822,8515.869822,25,cell
22908,7262.160584,8509.875912,29,cell
22909,7275.440476,8510.39881,29,cell
22910,6569.287611,8511.637168,7,cell
22911,6688.534591,8510.333333,24,cell
22912,7286.985507,8509.818841,29,cell
22913,6708.337079,8509.853933,13,cell
22914,7370.515528,8512.409938,5,cell
22915,7228.618357,8516.2657,29,cell
22916,7301.497487,8515.663317,29,cell
22917,6956.113636,8517.181818,16,cell
22918,6587.16,8520.04,17,cell
22919,7242.481481,8522.190476,29,cell
22920,7399.078534,8520.727749,20,cell
22921,7615.627907,8522.011628,24,cell
22922,7283.900474,8522.791469,29,cell
22923,6497.045752,8524.215686,13,cell
22924,7211.470588,8525.152941,16,cell
22925,6441.766423,8525.189781,3,cell
22926,7259.868852,8527.508197,29,cell
22927,6879.123596,8524.820225,29,cell
22928,6959.203593,8527.664671,9,cell
22929,7322.833333,8524.589744,25,cell
22930,6779.269231,8526.852564,5,cell
22931,7583.424242,8524.575758,6,cell
22932,7153.222222,8527.433333,6,cell
22933,7303.509524,8530.161905,29,cell
22934,6923.939759,8535.174699,29,cell
22935,7275.33213,8536.104693,29,cell
22936,6938.75406,8541.740139,29,cell
22937,7332.121212,8534.272727,29,cell
22938,7530.589744,8531.615385,5,cell
22939,7238.988439,8535.421965,29,cell
22940,7313.920635,8538.230159,29,cell
22941,7215.385542,8537.542169,25,cell
22942,7603.869565,8536.695652,6,cell
22943,6652.278075,8540.823529,10,cell
22944,7258.9,8542.5125,29,cell
22945,7298.066265,8543.620482,29,cell
22946,6470.28866,8545.309278,7,cell
22947,7345.5,8544.0,3,cell
22948,6678.305195,8549.941558,3,cell
22949,6748.523077,8548.946154,3,cell
22950,7223.289773,8547.676136,29,cell
22951,6892.467532,8547.74026,29,cell
22952,6905.838323,8550.754491,29,cell
22953,6425.397059,8558.592437,1,cell
22954,6918.756944,8551.708333,29,cell
22955,7240.513274,8549.238938,29,cell
22956,6737.925926,8547.444444,3,cell
22957,7251.739496,8555.092437,29,cell
22958,7281.321168,8554.50365,29,cell
22959,7304.203704,8552.527778,29,cell
22960,7317.764706,8554.848739,29,cell
22961,6590.810345,8552.034483,13,cell
22962,6964.209756,8556.62439,14,cell
22963,7004.89011,8556.186813,16,cell
22964,7070.339286,8556.315476,6,cell
22965,7100.874286,8557.542857,7,cell
22966,7418.444444,8560.37037,3,cell
22967,7161.519313,8563.180258,19,cell
22968,7263.179487,8561.376068,29,cell
22969,6927.154696,8564.19337,29,cell
22970,7305.285714,8564.92,29,cell
22971,6691.837963,8567.416667,13,cell
22972,6438.586667,8565.386667,4,cell
22973,7187.724638,8564.753623,25,cell
22974,7273.626984,8566.825397,29,cell
22975,6939.741525,8572.025424,29,cell
22976,7327.108434,8569.433735,29,cell
22977,7237.51049,8569.041958,29,cell
22978,7252.755187,8575.112033,29,cell
22979,7122.455782,8571.156463,6,cell
22980,6911.681818,8569.378788,29,cell
22981,6964.130435,8573.217391,29,cell
22982,6897.447917,8571.927083,29,cell
22983,7537.419355,8571.669355,23,cell
22984,7282.40146,8573.620438,29,cell
22985,7014.408163,8578.054422,3,cell
22986,7147.081395,8579.515504,8,cell
22987,7236.318367,8581.485714,29,cell
22988,6653.02381,8579.071429,16,cell
22989,6951.5,8582.595506,29,cell
22990,7535.515528,8581.447205,10,cell
22991,6916.39823,8580.584071,29,cell
22992,7277.244048,8587.53869,29,cell
22993,6554.918919,8581.702703,17,cell
22994,6928.813008,8584.560976,29,cell
22995,7302.590909,8586.051948,29,cell
22996,6884.914286,8585.171429,29,cell
22997,7031.982456,8588.473684,4,cell
22998,7344.822222,8587.911111,5,cell
22999,7222.953782,8592.197479,29,cell
23000,7294.526786,8594.017857,29,cell
23001,6938.738318,8591.411215,29,cell
23002,7256.52071,8594.579882,29,cell
23003,6967.605505,8597.978593,29,cell
23004,6485.968254,8593.793651,1,cell
23005,6625.526316,8593.929825,5,cell
23006,6987.125,8593.946429,16,cell
23007,6904.383648,8598.106918,29,cell
23008,7309.105634,8598.760563,29,cell
23009,6463.326087,8601.304348,3,cell
23010,6502.284615,8601.084615,3,cell
23011,7238.488987,8603.903084,29,cell
23012,7325.389744,8602.641026,29,cell
23013,7270.314103,8603.262821,29,cell
23014,6663.612903,8603.333333,3,cell
23015,6947.471429,8604.771429,29,cell
23016,7282.914474,8605.203947,29,cell
23017,6934.502703,8606.308108,29,cell
23018,7026.984496,8605.286822,16,cell
23019,7222.402235,8607.865922,29,cell
23020,6653.393333,8609.706667,3,cell
23021,6914.932432,8605.986486,29,cell
23022,7501.449541,8607.853211,13,cell
23023,6957.04321,8610.376543,29,cell
23024,7259.586777,8614.570248,29,cell
23025,7295.065421,8612.897196,29,cell
23026,6988.175926,8615.888889,25,cell
23027,7310.84375,8612.65625,29,cell
23028,6512.270968,8620.083871,5,cell
23029,7165.444444,8614.888889,5,cell
23030,7176.734694,8617.479592,6,cell
23032,7276.459627,8619.434783,29,cell
23033,6904.344828,8619.816092,29,cell
23034,7071.944915,8622.699153,25,cell
23035,7217.347222,8621.861111,4,cell
23036,7237.342995,8622.623188,29,cell
23037,6930.551515,8623.078788,29,cell
23038,7155.890244,8621.390244,6,cell
23039,7565.120879,8621.901099,3,cell
23040,6366.844444,8625.955556,17,cell
23041,6919.264069,8628.08658,29,cell
23042,7292.563025,8624.529412,29,cell
23043,6631.720472,8628.712598,17,cell
23044,7523.916667,8623.607143,3,cell
23045,6992.898204,8631.922156,14,cell
23046,7252.376238,8631.178218,29,cell
23047,6573.061224,8632.435374,12,cell
23048,7302.926966,8633.550562,29,cell
23049,6390.711538,8633.455128,3,cell
23050,6420.208696,8633.304348,1,cell
23051,7279.311475,8634.978142,29,cell
23052,7262.17037,8635.555556,29,cell
23053,6612.009091,8635.790909,7,cell
23054,6968.782828,8638.318182,29,cell
23055,6935.203883,8637.543689,29,cell
23056,7239.823899,8639.037736,29,cell
23057,7566.89375,8641.14375,12,cell
23058,7029.487562,8645.810945,5,cell
23059,6606.766467,8645.826347,17,cell
23060,6954.472,8644.848,29,cell
23061,6421.285714,8645.411765,9,cell
23062,7251.190635,8651.397993,29,cell
23063,6527.067797,8645.186441,3,cell
23064,6591.0,8647.5,20,cell
23065,6944.0,8645.243902,29,cell
23066,6979.505051,8654.195286,19,cell
23067,7163.770053,8651.122995,6,cell
23068,7277.090278,8649.736111,29,cell
23069,7293.863636,8649.969697,29,cell
23070,6509.091667,8651.533333,20,cell
23071,7000.609195,8650.816092,5,cell
23072,6652.81875,8655.80625,24,cell
23073,7265.855932,8656.411017,29,cell
23074,7575.907407,8655.104938,16,cell
23075,6990.435294,8659.894118,7,cell
23076,6963.137405,8654.656489,29,cell
23077,7217.115385,8660.955128,29,cell
23078,6923.157407,8657.592593,29,cell
23079,6543.142857,8664.402597,13,cell
23080,7287.031447,8666.849057,29,cell
23081,7510.075949,8663.468354,13,cell
23082,6469.267606,8671.982394,12,cell
23083,7180.25,8670.953297,2,cell
23084,7308.293333,8665.546667,29,cell
23085,7246.965066,8671.353712,29,cell
23086,6583.708075,8671.31677,3,cell
23087,6685.393939,8668.515152,12,cell
23088,6918.343284,8669.402985,29,cell
23089,6963.795666,8671.882353,29,cell
23090,6874.159664,8672.243697,1,cell
23091,7131.017699,8675.681416,14,cell
23092,6907.777778,8672.989899,25,cell
23093,6990.069444,8673.638889,25,cell
23094,7232.835052,8675.43299,29,cell
23095,6938.481481,8676.259259,29,cell
23096,7070.10061,8680.323171,2,cell
23097,7270.278107,8680.597633,29,cell
23098,6597.149171,8683.513812,17,cell
23099,6964.758621,8685.096552,29,cell
23100,6981.093617,8686.821277,29,cell
23101,7211.746988,8685.608434,14,cell
23102,6920.761364,8683.579545,29,cell
23103,7142.42623,8682.819672,2,cell
23104,7464.486911,8686.727749,3,cell
23105,6650.674419,8683.255814,3,cell
23106,6696.286822,8685.744186,13,cell
23107,6951.07,8687.05,29,cell
23108,7200.043011,8684.55914,14,cell
23109,7254.16,8686.993333,29,cell
23110,7381.450704,8685.035211,29,cell
23111,6566.754098,8687.491803,10,cell
23112,7288.888889,8689.666667,29,cell
23113,6647.416667,8692.785714,24,cell
23114,7113.180723,8691.409639,3,cell
23115,7221.918367,8695.360544,29,cell
23116,6989.76378,8700.330709,9,cell
23117,7194.315068,8698.022831,29,cell
23118,6487.396694,8697.719008,15,cell
23119,6684.870968,8695.16129,3,cell
23120,7276.943038,8698.5,29,cell
23121,6959.324561,8701.657895,29,cell
23122,7151.265625,8700.75,3,cell
23123,6940.701613,8700.629032,29,cell
23124,7017.941176,8703.960784,25,cell
23125,7210.854651,8702.389535,29,cell
23126,7268.011019,8710.953168,29,cell
23127,7160.534884,8701.488372,3,cell
23128,6925.374233,8706.202454,29,cell
23129,7061.666667,8704.480392,16,cell
23130,7252.158273,8706.158273,29,cell
23131,6967.430769,8711.507692,14,cell
23132,6424.806723,8712.731092,13,cell
23133,6751.364964,8716.861314,13,cell
23134,7189.5125,8716.0125,28,cell
23135,7237.177778,8719.983333,29,cell
23136,7282.367816,8715.609195,29,cell
23137,6932.097087,8716.834951,29,cell
23138,6983.631068,8716.631068,29,cell
23139,6972.305263,8723.089474,14,cell
23140,7223.4375,8720.320313,29,cell
23141,7083.0,8719.645833,3,cell
23142,7183.337931,8723.917241,14,cell
23143,6480.152632,8725.173684,17,cell
23144,6568.111111,8720.722222,17,cell
23145,6947.885714,8724.55,29,cell
23146,6880.468254,8726.444444,5,cell
23147,6993.740385,8727.653846,25,cell
23148,7002.411111,8727.955556,7,cell
23149,6426.246753,8728.090909,1,cell
23150,6725.079646,8730.654867,13,cell
23151,6931.245161,8730.922581,29,cell
23152,6957.894737,8732.413534,29,cell
23153,7255.095694,8735.650718,29,cell
23154,7222.716981,8734.761006,29,cell
23155,7269.568966,8735.201149,29,cell
23156,7018.853659,8734.707317,3,cell
23157,6788.41791,8735.932836,3,cell
23158,6913.39,8738.78,29,cell
23159,6563.388889,8734.513889,20,cell
23160,6874.696203,8740.64557,20,cell
23161,7462.945946,8738.189189,13,cell
23162,6991.89404,8742.529801,9,cell
23163,7218.428571,8748.269841,29,cell
23164,7559.402778,8740.958333,5,cell
23165,6655.636364,8743.809917,3,cell
23166,7233.576271,8744.666667,29,cell
23167,6939.727848,8746.670886,29,cell
23168,6968.87234,8748.547872,29,cell
23169,7272.722222,8746.484127,29,cell
23170,7452.766423,8746.452555,20,cell
23171,7247.75,8746.583333,29,cell
23172,6866.483871,8747.494624,5,cell
23173,7052.36875,8750.29375,3,cell
23174,6926.387324,8751.246479,29,cell
23175,7283.410256,8750.738462,29,cell
23176,7201.958333,8752.440476,29,cell
23177,7417.119565,8750.23913,3,cell
23178,7160.208955,8749.731343,3,cell
23179,7258.578512,8750.958678,29,cell
23180,7526.310345,8749.137931,5,cell
23181,6992.842949,8758.016026,29,cell
23182,6839.710938,8756.070313,5,cell
23183,6952.73494,8756.614458,29,cell
23184,7239.718954,8757.294118,29,cell
23185,6374.612069,8757.293103,17,cell
23186,6598.926829,8756.890244,16,cell
23187,6973.67027,8766.97027,29,cell
23188,7079.858696,8759.26087,3,cell
23189,6826.628571,8760.257143,20,cell
23190,7559.5,8759.0,3,cell
23191,6611.456647,8762.710983,7,cell
23192,6919.067797,8759.474576,29,cell
23193,7263.59,8764.17,29,cell
23194,7014.182482,8765.218978,3,cell
23195,7281.509174,8765.188073,29,cell
23196,7023.887324,8763.15493,1,cell
23197,7189.534483,8763.344828,29,cell
23198,6485.169231,8763.553846,3,cell
23199,6940.26,8766.573333,29,cell
23200,6924.108333,8771.104167,14,cell
23201,7224.289308,8768.446541,29,cell
23202,7239.190045,8770.371041,29,cell
23203,7442.785714,8765.571429,13,cell
23204,6555.455696,8773.033755,7,cell
23205,6994.246479,8771.908451,29,cell
23206,7067.688776,8772.204082,16,cell
23207,6634.979452,8777.715753,7,cell
23208,7196.177305,8773.602837,29,cell
23209,6618.181818,8772.409091,7,cell
23210,6950.609195,8774.482759,29,cell
23211,7208.5,8773.5,29,cell
23212,7175.310811,8775.013514,3,cell
23213,7016.401709,8776.991453,14,cell
23214,7267.422535,8779.739437,29,cell
23215,7500.724409,8778.622047,3,cell
23216,6932.765152,8781.151515,29,cell
23217,6596.730159,8782.634921,20,cell
23218,6812.818182,8779.318182,3,cell
23219,6986.0,8787.731148,14,cell
23220,7214.432,8783.92,29,cell
23221,6529.712,8785.48,17,cell
23222,7115.181818,8781.242424,6,cell
23223,7202.588235,8786.658824,14,cell
23224,7239.495146,8787.194175,29,cell
23225,6953.330435,8789.278261,29,cell
23226,6760.485714,8786.742857,10,cell
23227,7187.151899,8787.620253,14,cell
23228,7452.215054,8793.129032,12,cell
23229,7008.24031,8791.883721,25,cell
23230,6699.848101,8792.341772,13,cell
23231,6969.502564,8795.558974,29,cell
23232,7181.466102,8795.237288,29,cell
23233,7224.453488,8796.383721,29,cell
23234,6501.036036,8798.495495,16,cell
23235,7208.2,8796.6625,29,cell
23236,6950.106742,8801.162921,29,cell
23237,6664.514286,8801.021429,5,cell
23238,7134.534351,8802.816794,16,cell
23239,6559.398058,8803.864078,6,cell
23240,7164.323232,8806.616162,3,cell
23241,7200.51145,8804.717557,29,cell
23242,7247.854093,8805.217082,29,cell
23243,6935.529032,8805.974194,29,cell
23244,6996.560185,8806.425926,14,cell
23245,7288.657754,8809.128342,8,cell
23246,6799.882353,8810.614379,3,cell
23247,6468.195531,8815.497207,7,cell
23248,7182.31405,8811.632231,29,cell
23249,6965.14359,8812.682051,29,cell
23250,6980.983333,8810.8,29,cell
23251,7045.041379,8812.655172,3,cell
23252,6876.541353,8813.368421,3,cell
23253,6923.780488,8811.560976,28,cell
23254,6950.493421,8813.578947,29,cell
23255,7412.422619,8815.97619,3,cell
23256,7007.102941,8815.132353,20,cell
23257,6916.291262,8817.92233,29,cell
23258,6991.780669,8821.219331,29,cell
23259,6430.217391,8818.101449,13,cell
23260,7507.333333,8818.622222,5,cell
23261,7112.794118,8819.852941,3,cell
23262,7199.03012,8820.451807,29,cell
23263,7243.91092,8828.468391,29,cell
23264,6931.891473,8820.984496,28,cell
23265,6971.287671,8825.335616,29,cell
23266,7186.772358,8824.918699,29,cell
23267,6957.085714,8828.24898,29,cell
23268,7216.336634,8828.985149,29,cell
23269,6489.86087,8827.426087,17,cell
23270,6849.606383,8826.776596,20,cell
23271,7528.578947,8828.345865,5,cell
23272,7044.821429,8828.083333,5,cell
23273,7171.67658,8839.27881,29,cell
23274,6566.911392,8833.101266,17,cell
23275,6913.816092,8833.678161,29,cell
23276,7199.183432,8835.272189,29,cell
23277,7159.8,8838.0,29,cell
23278,7234.698925,8841.612903,29,cell
23279,7089.0,8844.705882,17,cell
23280,7213.492063,8845.309524,29,cell
23281,6543.980392,8844.20915,17,cell
23282,6699.77907,8842.674419,5,cell
23283,6933.602339,8847.157895,29,cell
23284,7182.098765,8846.376543,29,cell
23285,7307.342105,8847.697368,3,cell
23286,6950.5,8847.833333,29,cell
23287,7008.057971,8848.463768,2,cell
23288,7194.674419,8852.988372,29,cell
23289,7164.70068,8859.547619,29,cell
23290,7228.006098,8855.481707,29,cell
23291,6528.029167,8860.204167,17,cell
23292,7147.058824,8859.389706,16,cell
23293,7207.319018,8859.650307,29,cell
23294,6650.413043,8860.01087,6,cell
23295,7038.922222,8859.811111,3,cell
23296,6674.429825,8862.429825,13,cell
23297,6759.708861,8862.151899,3,cell
23298,6828.842857,8863.128571,13,cell
23299,7192.081395,8872.856589,29,cell
23300,6952.10625,8869.96875,29,cell
23301,7225.744493,8869.555066,29,cell
23302,6405.84375,8866.875,17,cell
23303,6935.448276,8873.854406,29,cell
23304,7205.703704,8872.364198,29,cell
23305,6397.125714,8871.634286,17,cell
23306,6635.25,8870.104167,24,cell
23307,7159.363415,8878.668293,29,cell
23308,6419.268293,8873.560976,24,cell
23309,6990.59354,8879.79004,14,cell
23310,7424.195946,8876.337838,1,cell
23311,6916.172043,8878.010753,29,cell
23312,7435.547619,8879.198413,10,cell
23313,6437.371859,8882.874372,24,cell
23314,6961.65812,8879.282051,29,cell
23315,6556.6,8881.248,1,cell
23316,7495.210938,8880.429688,1,cell
23317,6606.259259,8880.271605,23,cell
23318,7212.774725,8883.527473,29,cell
23319,7227.857955,8883.664773,7,cell
23320,6743.464912,8883.982456,3,cell
23321,6369.757576,8884.19697,12,cell
23322,7099.233333,8886.566667,3,cell
23323,5410.6,7621.8,3,cell
23324,5455.171717,7623.010101,17,cell
23325,5668.170732,7621.829268,17,cell
23326,6238.886792,7623.490566,23,cell
23327,6142.948454,7625.474227,17,cell
23328,5653.822581,7628.709677,5,cell
23329,5770.042105,7629.389474,3,cell
23330,5442.612121,7632.848485,17,cell
23331,5805.624088,7637.109489,17,cell
23332,5664.04386,7634.052632,22,cell
23333,5462.27907,7641.215116,7,cell
23334,6334.568465,7640.954357,17,cell
23335,6009.778689,7639.008197,5,cell
23336,5278.139241,7638.886076,17,cell
23337,6129.848837,7640.686047,13,cell
23338,5193.057143,7641.971429,3,cell
23339,5426.453125,7639.96875,20,cell
23340,6195.399267,7648.739927,20,cell
23341,6252.438202,7647.146067,17,cell
23342,5207.908451,7652.566901,17,cell
23343,5097.833333,7648.472222,17,cell
23344,6059.680851,7651.120567,16,cell
23345,5084.940476,7651.571429,6,cell
23346,5468.771574,7657.335025,1,cell
23347,5187.438127,7657.936455,26,cell
23348,5258.283784,7655.256757,10,cell
23349,5384.192308,7654.891026,17,cell
23350,6276.0,7653.337662,17,cell
23351,5501.0,7653.5,23,cell
23352,5765.666667,7658.798942,7,cell
23353,5859.152284,7658.446701,17,cell
23354,6329.564815,7654.675926,7,cell
23355,5897.805405,7663.67027,20,cell
23356,5360.376404,7662.848315,17,cell
23357,5776.606452,7666.012903,7,cell
23358,5162.265306,7664.673469,3,cell
23359,5554.328125,7670.539063,23,cell
23360,5173.617647,7668.941176,26,cell
23361,6163.873684,7667.621053,6,cell
23362,5358.603015,7681.256281,28,cell
23363,5861.490446,7680.292994,16,cell
23364,5750.100917,7684.545872,6,cell
23365,5175.561111,7684.333333,17,cell
23366,5954.828571,7682.6,10,cell
23367,5477.59116,7686.845304,1,cell
23368,5834.917431,7685.366972,6,cell
23369,5160.554945,7688.692308,26,cell
23370,5697.05042,7686.87395,13,cell
23371,5800.048387,7693.024194,13,cell
23372,5377.103448,7693.4,16,cell
23373,6131.862745,7690.823529,5,cell
23374,6251.829787,7693.567376,17,cell
23375,5350.084507,7699.711268,23,cell
23376,5837.441558,7702.116883,16,cell
23377,5934.491803,7703.97541,1,cell
23378,5228.459459,7705.986486,17,cell
23379,5562.634146,7703.243902,17,cell
23380,5432.083333,7707.621795,6,cell
23381,6110.853448,7709.594828,17,cell
23382,5765.285714,7713.47619,1,cell
23383,5399.378049,7714.384146,1,cell
23384,5142.568493,7717.171233,7,cell
23385,5567.205357,7718.830357,17,cell
23386,6058.578199,7724.037915,5,cell
23387,6168.144828,7721.17931,17,cell
23388,5111.900763,7722.091603,17,cell
23389,5744.015385,7727.538462,33,cell
23390,5977.801047,7723.963351,17,cell
23391,6146.568862,7724.682635,3,cell
23392,6011.06993,7726.65035,17,cell
23393,5819.037383,7727.845794,17,cell
23394,6027.54,7725.84,5,cell
23395,5228.943182,7732.948864,17,cell
23396,5485.60274,7730.849315,6,cell
23397,6225.928571,7732.666667,10,cell
23398,5468.663158,7735.273684,17,cell
23399,6143.840426,7740.0,3,cell
23400,5691.9,7738.29,17,cell
23401,5991.09375,7740.78125,1,cell
23402,5271.562874,7741.856287,17,cell
23403,6072.596774,7743.064516,20,cell
23404,6018.816,7745.336,5,cell
23405,6163.779817,7748.243119,17,cell
23406,5154.357542,7747.240223,17,cell
23407,5847.588,7751.76,3,cell
23408,6035.631579,7747.115789,7,cell
23409,5378.459459,7748.662162,17,cell
23410,5622.621118,7750.496894,13,cell
23411,5464.886076,7749.544304,25,cell
23412,5483.470588,7760.966752,7,cell
23413,6296.851064,7758.191489,10,cell
23414,5782.51875,7764.15625,17,cell
23415,5251.904255,7763.489362,13,cell
23416,5459.259843,7766.968504,5,cell
23417,5375.278146,7771.278146,1,cell
23418,5682.2625,7770.63125,5,cell
23419,5120.969697,7771.89899,13,cell
23420,5235.554622,7769.521008,17,cell
23421,6156.281553,7773.242718,5,cell
23422,5362.545455,7775.654545,12,cell
23423,6002.099656,7781.838488,17,cell
23424,5500.888112,7779.832168,1,cell
23425,5754.289855,7780.942029,3,cell
23426,5808.752443,7783.14658,7,cell
23427,5726.20339,7781.180791,1,cell
23428,5580.311111,7778.222222,20,cell
23429,5789.207317,7781.182927,13,cell
23430,5589.378205,7784.705128,20,cell
23431,5936.722892,7783.795181,17,cell
23432,6020.778761,7784.778761,17,cell
23433,5117.54251,7787.619433,6,cell
23434,5696.66548,7788.928826,26,cell
23435,6236.75,7784.48125,16,cell
23436,5249.4,7786.152,17,cell
23437,5926.462025,7789.588608,7,cell
23438,5348.675214,7789.410256,17,cell
23439,6278.828125,7788.132813,17,cell
23440,6338.837209,7787.488372,17,cell
23441,5160.263158,7789.947368,3,cell
23442,5194.89404,7793.97351,23,cell
23443,5411.615894,7793.437086,17,cell
23444,5617.760234,7797.146199,33,cell
23445,6057.028571,7795.828571,7,cell
23446,5266.25,7796.0,10,cell
23447,5451.223684,7796.5,6,cell
23448,6035.174312,7802.495413,17,cell
23449,6254.231959,7799.092784,20,cell
23450,6048.948529,7802.801471,7,cell
23451,5983.127168,7804.156069,5,cell
23452,6097.576687,7804.957055,20,cell
23453,5094.850847,7806.223729,33,cell
23454,5200.66242,7808.643312,12,cell
23455,5952.439394,7807.30303,17,cell
23456,5313.430233,7811.94186,3,cell
23457,5501.622807,7809.087719,17,cell
23458,5386.566879,7811.324841,3,cell
23459,6344.708791,7819.010989,17,cell
23460,5207.977778,7823.524444,17,cell
23461,6298.463768,7822.449275,6,cell
23462,5718.381579,7827.758772,17,cell
23463,5553.4,7824.8375,3,cell
23464,5745.455026,7829.089947,17,cell
23465,6109.15493,7825.591549,7,cell
23466,5501.149254,7832.291045,3,cell
23467,5879.17094,7832.957265,6,cell
23468,5347.471204,7833.282723,1,cell
23469,5517.45,7833.371429,5,cell
23470,5147.319372,7840.256545,3,cell
23471,5960.756906,7839.160221,7,cell
23472,5764.366477,7845.957386,20,cell
23473,6018.242718,7841.252427,17,cell
23474,5179.89313,7840.816794,22,cell
23475,6057.821101,7842.724771,17,cell
23476,6305.663717,7843.137168,17,cell
23477,5814.196429,7842.446429,20,cell
23478,6111.27933,7844.324022,17,cell
23479,6216.641304,7844.673913,20,cell
23480,5948.758333,7846.058333,17,cell
23481,5313.469799,7848.426174,17,cell
23482,5170.69403,7848.88806,5,cell
23483,5468.822967,7851.933014,1,cell
23484,5289.790179,7852.477679,17,cell
23485,6098.05914,7852.924731,7,cell
23486,6290.636691,7857.478417,1,cell
23487,6018.877419,7858.4,17,cell
23488,5187.416,7858.344,17,cell
23489,5720.06383,7858.680851,20,cell
23490,6066.255556,7858.7,16,cell
23491,5423.044643,7861.6875,17,cell
23492,5989.798942,7859.968254,1,cell
23493,5836.11215,7862.056075,10,cell
23494,5559.172185,7862.556291,17,cell
23495,5699.385027,7865.02139,33,cell
23496,5254.602151,7862.924731,26,cell
23497,5976.09375,7870.898438,17,cell
23498,5242.275862,7870.189655,6,cell
23499,6076.04386,7872.736842,23,cell
23500,5995.921739,7871.93913,3,cell
23501,6274.31016,7873.919786,1,cell
23502,5737.639175,7873.494845,3,cell
23503,5535.019481,7876.519481,17,cell
23504,6186.369099,7879.339056,7,cell
23505,5621.878049,7875.853659,1,cell
23506,5700.193237,7881.748792,23,cell
23507,5550.04142,7880.60355,7,cell
23508,5870.282609,7880.057971,16,cell
23509,5469.786207,7883.82069,17,cell
23510,5656.22069,7882.372414,3,cell
23511,6114.221591,7888.113636,12,cell
23512,6129.964286,7887.848214,8,cell
23513,5816.336634,7887.366337,17,cell
23514,5854.620513,7888.117949,7,cell
23515,5974.02907,7892.424419,17,cell
23516,5368.092437,7891.983193,17,cell
23517,6077.931034,7893.181034,7,cell
23518,5178.664706,7894.741176,17,cell
23519,5583.733333,7889.433333,6,cell
23520,5193.589744,7894.673077,7,cell
23521,5771.252688,7897.639785,1,cell
23522,5509.843931,7899.687861,20,cell
23523,5315.490323,7899.780645,28,cell
23524,5682.972973,7901.684685,10,cell
23525,5226.84375,7903.19375,7,cell
23526,6114.093458,7907.130841,10,cell
23527,5427.416667,7905.029762,17,cell
23528,6210.52381,7904.295238,17,cell
23529,5959.180328,7909.42623,17,cell
23530,5669.164319,7909.877934,17,cell
23531,5994.02994,7914.556886,7,cell
