,x,y,leiden,QC
9592,7445.959677,11408.80645,6,cell
9593,6639.321739,11413.61739,4,cell
9594,7260.077465,11419.61972,22,cell
9595,6805.742515,11417.88623,4,cell
9596,6934.634328,11416.76119,4,cell
9597,7536.818713,11417.10526,19,cell
9598,6550.588889,11418.08889,10,cell
9599,7185.374194,11421.79355,34,cell
9600,7615.815385,11418.06154,19,cell
9601,6589.45679,11419.61728,4,cell
9602,7214.586667,11420.17333,3,cell
9603,7592.886364,11420.73485,19,cell
9604,7510.813333,11422.33333,9,cell
9605,6756.020202,11421.9798,13,cell
9606,6441.593023,11422.98837,4,cell
9607,7202.394558,11424.59184,3,cell
9608,6620.210526,11425.05263,4,cell
9609,6664.116071,11425.5625,4,cell
9610,7243.258929,11426.34821,3,cell
9611,7062.542857,11426.44286,4,cell
9612,7091.450704,11426.84507,6,cell
9613,5307.405405,10162.78378,4,cell
9614,5358.458537,10167.57561,17,cell
9615,5434.891304,10162.43478,3,cell
9616,5461.65625,10161.625,6,cell
9617,5483.348624,10162.89908,17,cell
9618,5573.536585,10161.60976,17,cell
9619,5611.559322,10166.36441,17,cell
9620,5715.8,10163.7,15,cell
9621,6057.811245,10167.98795,24,cell
9622,6099.214286,10161.42857,1,cell
9623,6136.303797,10163.13924,23,cell
9624,6201.540741,10164.76296,12,cell
9625,6077.911111,10175.20444,34,cell
9626,5138.528926,10175.47107,24,cell
9627,6291.026786,10174.83036,7,cell
9628,5826.237624,10176.15842,8,cell
9629,5912.132159,10179.70925,4,cell
9630,5211.368852,10179.29508,17,cell
9631,5851.639785,10181.41398,23,cell
9632,5887.111111,10177.19048,13,cell
9633,6068.371981,10186.22705,4,cell
9634,6265.836158,10187.98305,4,cell
9635,5984.758242,10192.3956,6,cell
9636,5302.84689,10196.05742,17,cell
9637,6247.102564,10194.26923,6,cell
9638,5431.195122,10194.73171,19,cell
9639,5699.123711,10194.31959,6,cell
9640,5842.721212,10197.93333,1,cell
9641,5741.074074,10199.04938,6,cell
9642,6147.090226,10199.92481,4,cell
9643,5537.631579,10202.48947,20,cell
9644,5898.962791,10204.95349,1,cell
9645,5609.704403,10204.56604,4,cell
9646,5250.162791,10204.51163,24,cell
9647,5502.5,10206.37634,4,cell
9648,6017.255814,10206.42442,1,cell
9649,6093.071429,10206.95238,8,cell
9650,5194.627119,10212.22034,23,cell
9651,5769.242647,10213.09559,24,cell
9652,5749.227273,10218.61688,24,cell
9653,5543.361111,10217.05,17,cell
9654,5941.723757,10219.98343,3,cell
9655,5863.233051,10223.89407,6,cell
9656,5327.210191,10221.72611,19,cell
9657,5715.352941,10220.93137,4,cell
9658,6196.612245,10218.87755,1,cell
9659,5762.328671,10222.74126,24,cell
9660,5781.900662,10222.92053,12,cell
9661,5318.118343,10226.80473,17,cell
9662,5607.577236,10225.56911,7,cell
9663,5354.829412,10228.7,17,cell
9664,6185.777778,10226.83761,3,cell
9665,6066.126761,10229.02113,3,cell
9666,5457.76699,10231.32039,16,cell
9667,5849.651163,10231.09302,6,cell
9668,6085.507143,10232.12857,23,cell
9669,5743.930435,10234.62174,24,cell
9670,5989.737288,10235.99576,1,cell
9671,5305.353846,10233.06154,23,cell
9672,6034.37766,10236.04787,20,cell
9673,6101.122951,10235.7377,32,cell
9674,5281.696429,10236.0,6,cell
9675,5606.105263,10235.88596,4,cell
9676,6048.318584,10238.89381,3,cell
9677,5150.411348,10238.46809,17,cell
9678,5731.328467,10239.11679,3,cell
9679,5961.448087,10239.8306,26,cell
9680,5385.347594,10241.3262,0,cell
9681,5947.846154,10239.97692,3,cell
9682,6202.090164,10240.79508,3,cell
9683,5775.451923,10241.08654,4,cell
9684,6270.340909,10238.25,10,cell
9685,6084.475936,10246.7754,32,cell
9686,5245.909639,10243.78313,17,cell
9687,6130.4,10243.54444,4,cell
9688,6333.467532,10244.99351,1,cell
9689,5755.674419,10242.11628,24,cell
9690,6163.262458,10249.14286,7,cell
9691,5322.9375,10249.86979,17,cell
9692,5701.472477,10251.55505,17,cell
9693,5727.39801,10251.87562,4,cell
9694,5370.829384,10252.3981,1,cell
9695,5963.777778,10251.63889,26,cell
9696,5548.710983,10254.78035,23,cell
9697,6031.725962,10255.74038,8,cell
9698,5618.156863,10253.54902,3,cell
9699,6098.370079,10255.53543,5,cell
9700,5973.596774,10257.44355,22,cell
9701,6043.125,10255.875,25,cell
9702,5564.0,10260.0297,4,cell
9703,5425.75,10262.67241,23,cell
9704,6342.182353,10262.29412,1,cell
9705,5129.358491,10261.67925,0,cell
9706,6103.645833,10266.03125,28,cell
9707,6184.983871,10266.67742,8,cell
9708,5842.846154,10262.92308,4,cell
9709,5607.91129,10265.29839,4,cell
9710,5785.140411,10268.57534,7,cell
9711,5948.44186,10266.93023,23,cell
9712,5596.760563,10270.99296,4,cell
9713,6295.981132,10269.37736,16,cell
9714,5610.193717,10276.57068,4,cell
9715,5794.789474,10277.89474,4,cell
9716,5330.431507,10277.33562,4,cell
9717,5568.5,10277.03279,4,cell
9718,5992.524272,10275.65049,1,cell
9719,6147.388889,10277.06173,4,cell
9720,6216.459259,10277.88889,1,cell
9721,5133.848485,10277.44444,17,cell
9722,5161.973118,10279.77419,17,cell
9723,5767.829268,10281.57927,16,cell
9724,5816.938776,10284.55102,13,cell
9725,6228.075862,10287.42759,20,cell
9726,5374.114943,10288.67816,4,cell
9727,5855.327434,10290.61062,3,cell
9728,5789.758621,10296.0,3,cell
9729,5316.840237,10303.39053,7,cell
9730,5831.794118,10305.94608,1,cell
9731,5093.655556,10304.85556,13,cell
9732,5929.80137,10303.62329,3,cell
9733,6049.309735,10303.61062,6,cell
9734,6287.414847,10304.79039,4,cell
9735,5302.577465,10304.59859,25,cell
9736,5521.434524,10304.66071,4,cell
9737,6145.468085,10303.3617,1,cell
9738,6267.760638,10308.10638,7,cell
9739,5981.041667,10307.44048,7,cell
9740,6038.0,10303.36111,5,cell
9741,5918.149171,10310.32044,1,cell
9742,6095.657609,10309.46739,4,cell
9743,5726.251799,10310.73381,26,cell
9744,5896.192308,10312.35577,13,cell
9745,6202.464789,10313.71831,6,cell
9746,5422.713043,10316.90435,1,cell
9747,5801.57764,10318.61491,23,cell
9748,5503.928571,10321.55102,28,cell
9749,5131.646259,10321.10884,36,cell
9750,5821.0,10317.5,3,cell
9751,5983.461538,10321.19231,7,cell
9752,6135.807512,10323.37089,16,cell
9753,5199.867925,10321.33019,3,cell
9754,5670.968912,10322.3886,16,cell
9755,5297.149123,10322.26316,20,cell
9756,5280.055556,10323.87963,1,cell
9757,6281.704403,10326.08805,3,cell
9758,5554.706977,10327.03256,17,cell
9759,5413.687117,10332.49693,7,cell
9760,5978.587719,10331.78947,32,cell
9761,6098.741379,10332.56897,6,cell
9762,6035.341837,10337.44898,3,cell
9763,5147.480263,10339.65132,5,cell
9764,5128.194444,10336.19444,33,cell
9765,6010.171429,10341.9,4,cell
9766,5266.013514,10338.83784,13,cell
9767,5596.59633,10341.11009,20,cell
9768,6076.464286,10342.96429,4,cell
9769,5628.470588,10343.76471,9,cell
9770,6020.019157,10351.1341,7,cell
9771,6060.914634,10344.81707,3,cell
9772,5955.132353,10346.11765,4,cell
9773,5491.445122,10350.59756,25,cell
9774,6116.218341,10349.51528,26,cell
9775,6053.494186,10352.22093,25,cell
9776,5591.285714,10353.49524,3,cell
9777,5632.941667,10356.43333,3,cell
9778,5352.692857,10356.25714,1,cell
9779,5655.019608,10357.52941,5,cell
9780,5409.610738,10358.40268,12,cell
9781,6063.44898,10360.83673,4,cell
9782,6127.226415,10358.80189,26,cell
9783,6279.861789,10357.65854,6,cell
9784,5687.429448,10362.41104,3,cell
9785,5890.547945,10359.50685,23,cell
9786,6301.972222,10360.05556,4,cell
9787,6257.60274,10364.89041,23,cell
9788,5486.911111,10366.08889,4,cell
9789,5650.25,10365.38889,6,cell
9790,5936.773109,10366.61345,6,cell
9791,6195.746988,10364.63855,4,cell
9792,6038.743083,10370.62451,23,cell
9793,5664.837398,10371.1626,4,cell
9794,5994.899194,10371.62097,28,cell
9795,5972.970297,10370.42574,3,cell
9796,6055.92623,10373.58197,6,cell
9797,6264.090909,10374.34343,33,cell
9798,5100.752,10376.88,4,cell
9799,5423.833333,10377.71264,7,cell
9800,5675.084746,10381.60593,4,cell
9801,5516.5625,10380.625,10,cell
9802,6217.204082,10387.26531,7,cell
9803,6292.233333,10384.75556,6,cell
9804,6006.442623,10383.54098,17,cell
9805,5334.280488,10385.40244,4,cell
9806,6329.868421,10388.19079,8,cell
9807,5128.20354,10389.13274,3,cell
9808,5426.364706,10390.48235,4,cell
9809,5524.723077,10394.82308,6,cell
9810,6175.851852,10392.77778,4,cell
9811,5288.403846,10393.14423,4,cell
9812,6002.132353,10395.02941,4,cell
9813,5099.763359,10394.01527,1,cell
9814,5699.929825,10395.49123,1,cell
9815,5964.09375,10397.1875,6,cell
9816,5109.17033,10400.11538,1,cell
9817,5188.085714,10397.20952,4,cell
9818,5789.981818,10398.8,10,cell
9819,6336.773913,10400.96522,28,cell
9820,5755.903704,10402.62222,4,cell
9821,5244.444444,10404.13131,6,cell
9822,6321.616883,10406.40909,16,cell
9823,6017.948052,10404.53247,6,cell
9824,5510.108527,10410.98837,26,cell
9825,5264.290323,10404.29032,10,cell
9826,5303.963964,10407.6036,4,cell
9827,5082.102041,10409.57143,1,cell
9828,5702.65,10411.46667,12,cell
9829,5983.355932,10413.41808,4,cell
9830,5488.615385,10411.52564,4,cell
9831,5522.491713,10415.45856,26,cell
9832,6238.642458,10414.55866,7,cell
9833,6295.711443,10415.44776,4,cell
9834,5364.22449,10413.29592,6,cell
9835,5856.421429,10418.12857,4,cell
9836,5286.302013,10415.66443,12,cell
9837,5453.469388,10412.81633,3,cell
9838,5427.056075,10415.85047,3,cell
9839,5729.163636,10417.09091,7,cell
9840,6175.861842,10420.04605,4,cell
9841,5712.661017,10419.61017,7,cell
9842,6249.608974,10422.24359,7,cell
9843,5531.066667,10421.62222,26,cell
9844,5379.691892,10426.25946,4,cell
9845,5418.618182,10423.18182,10,cell
9846,5630.049587,10426.12397,25,cell
9847,6077.674603,10425.80952,3,cell
9848,6188.655844,10425.15584,4,cell
9849,5510.636364,10428.4026,22,cell
9850,5769.675393,10430.16754,23,cell
9851,6068.109091,10426.70909,10,cell
9852,6270.921053,10431.26974,7,cell
9853,5757.152941,10434.64706,24,cell
9854,5419.139535,10436.33721,7,cell
9855,5616.979381,10432.19588,4,cell
9856,5397.306748,10438.90798,20,cell
9857,5528.394737,10434.68421,6,cell
9858,5713.32967,10438.0,5,cell
9859,5744.074074,10436.48148,27,cell
9860,6212.056604,10437.5,4,cell
9861,5831.570175,10440.88596,5,cell
9862,5125.535433,10444.8189,1,cell
9863,6125.564935,10444.59091,20,cell
9864,5334.163934,10445.27869,4,cell
9865,5674.547414,10449.45259,7,cell
9866,6037.701754,10444.66667,8,cell
9867,5470.5875,10445.4375,7,cell
9868,5728.334884,10451.84186,23,cell
9869,5757.8,10446.28,24,cell
9870,6024.618182,10445.32727,10,cell
9871,5259.492424,10449.34091,4,cell
9872,5389.549669,10449.13907,5,cell
9873,5434.039106,10449.56425,4,cell
9874,5306.822222,10452.23704,17,cell
9875,6087.329787,10451.29787,4,cell
9876,6152.810526,10451.15789,3,cell
9877,6330.75,10453.25,10,cell
9878,6290.918919,10458.54595,24,cell
9879,5744.693103,10457.61724,33,cell
9880,5508.975369,10458.2069,7,cell
9881,5853.853801,10458.45614,3,cell
9882,6243.350877,10457.80117,3,cell
9883,5356.580645,10455.54839,4,cell
9884,5917.771429,10459.98857,4,cell
9885,5425.979592,10462.42347,4,cell
9886,5283.212766,10460.23404,10,cell
9887,6030.412088,10464.17582,4,cell
9888,6049.54321,10461.37037,3,cell
9889,5204.804348,10461.06522,9,cell
9890,5781.270936,10465.86207,6,cell
9891,6094.377778,10461.62222,8,cell
9892,5943.584488,10470.93352,20,cell
9893,5735.383721,10465.90698,33,cell
9894,5844.698925,10465.88172,4,cell
9895,6158.868571,10468.15429,8,cell
9896,5504.40404,10471.70707,15,cell
9897,5825.96875,10464.71875,21,cell
9898,5928.91623,10470.42932,33,cell
9899,5622.484536,10467.86598,5,cell
9900,5725.605263,10471.44737,4,cell
9901,6311.103448,10472.98276,24,cell
9902,5568.684685,10471.04505,5,cell
9903,6250.103774,10472.0283,4,cell
9904,5220.315789,10474.90351,4,cell
9905,5421.080189,10476.29245,23,cell
9906,5149.01626,10475.15447,4,cell
9907,5913.326154,10479.74154,4,cell
9908,6171.783784,10477.37838,6,cell
9909,5798.556522,10478.85217,10,cell
9910,5886.800781,10480.0,4,cell
9911,5743.086466,10483.2406,7,cell
9912,6081.931298,10483.31298,5,cell
9913,6224.517986,10484.20144,7,cell
9914,5257.188679,10484.28302,4,cell
9915,6030.287037,10487.0463,5,cell
9916,6018.647668,10489.92228,4,cell
9917,5628.328467,10491.92336,4,cell
9918,5422.838415,10494.53049,20,cell
9919,5569.518325,10492.73822,1,cell
9920,6051.9375,10490.65179,4,cell
9921,5947.825328,10494.59389,4,cell
9922,5454.414013,10494.17834,1,cell
9923,5784.728814,10493.51695,3,cell
9924,6079.729167,10496.04167,8,cell
9925,5467.97479,10495.27731,3,cell
9926,6316.679487,10495.4359,5,cell
9927,5408.528986,10498.02899,5,cell
9928,5792.091603,10501.41985,4,cell
9929,5967.44012,10507.22156,4,cell
9930,6120.43913,10502.27826,4,cell
9931,5444.0,10500.28814,5,cell
9932,5830.833333,10501.43889,1,cell
9933,6172.536723,10504.11017,23,cell
9934,5147.215116,10503.37209,17,cell
9935,5882.820611,10504.1145,7,cell
9936,6029.044025,10504.28302,20,cell
9937,5928.755102,10506.71429,4,cell
9938,6223.372,10510.548,8,cell
9939,5489.164835,10508.28571,3,cell
9940,6041.973154,10510.83893,3,cell
9941,6079.044304,10510.64557,7,cell
9942,6347.369565,10508.82609,3,cell
9943,5578.098765,10513.69753,3,cell
9944,6102.682927,10510.9878,4,cell
9945,5795.132353,10512.36765,10,cell
9946,5874.593985,10515.03008,28,cell
9947,5182.90625,10514.575,23,cell
9948,5812.978723,10512.29787,7,cell
9949,6012.594595,10515.78919,7,cell
9950,5519.825,10515.7125,3,cell
9951,5918.473029,10518.14523,3,cell
9952,5167.846591,10519.08523,7,cell
9953,5862.266667,10515.98095,3,cell
9954,5684.076923,10522.0,20,cell
9955,5815.516129,10523.24424,4,cell
9956,5588.704698,10521.97315,1,cell
9957,5220.783133,10521.24096,10,cell
9958,5300.762821,10525.19872,1,cell
9959,6135.70936,10523.96059,4,cell
9960,5262.165049,10523.15534,4,cell
9961,5195.183544,10524.60127,9,cell
9962,5556.686747,10523.51807,13,cell
9963,6150.65625,10527.71354,23,cell
9964,6020.819512,10529.80976,4,cell
9965,6291.125,10529.10227,4,cell
9966,5949.156522,10528.85217,5,cell
9967,6347.578947,10528.5,1,cell
9968,5743.241135,10532.24823,3,cell
9969,6007.804598,10533.61494,12,cell
9970,5444.911504,10534.48673,6,cell
9971,5606.698864,10537.34659,4,cell
9972,5622.189103,10538.44872,32,cell
9973,5669.132075,10532.09434,6,cell
9974,6096.774194,10532.56452,6,cell
9975,5583.45,10535.24167,3,cell
9976,5423.613497,10538.64417,10,cell
9977,5996.954128,10537.55963,3,cell
9978,6033.177273,10538.18636,6,cell
9979,5761.0,10539.69725,7,cell
9980,5750.762963,10541.23704,4,cell
9981,5135.622754,10542.11976,4,cell
9982,6242.610619,10541.80531,4,cell
9983,5247.052632,10542.45614,23,cell
9984,6190.479245,10552.04151,33,cell
9985,5271.5,10545.82099,4,cell
9986,6200.61435,10547.61883,7,cell
9987,5567.788991,10545.94495,23,cell
9988,5434.45,10545.87,4,cell
9989,6010.723757,10547.59669,1,cell
9990,5388.782609,10548.81522,4,cell
9991,5402.466019,10547.5534,12,cell
9992,5087.330435,10550.62609,4,cell
9993,6317.134831,10549.7191,10,cell
9994,6153.774436,10555.71805,23,cell
9995,5671.909677,10554.11613,3,cell
9996,5437.081081,10553.78378,4,cell
9997,5553.466258,10558.63804,3,cell
9998,5591.015625,10553.8125,6,cell
9999,6249.367188,10557.96875,12,cell
10000,5221.673684,10558.50526,16,cell
10001,6102.435028,10558.83616,3,cell
10002,6180.647059,10562.02941,4,cell
10003,5241.805556,10559.95833,16,cell
10004,5263.102041,10558.18367,7,cell
10005,5610.860656,10559.90984,4,cell
10006,5652.153846,10557.46154,8,cell
10007,5922.981132,10560.34906,10,cell
10008,6219.396825,10559.4127,6,cell
10009,6345.280899,10560.98876,17,cell
10010,6041.984127,10562.55556,3,cell
10011,5745.993377,10564.58278,3,cell
10012,5285.975309,10566.98765,33,cell
10013,5318.663677,10570.0852,7,cell
10014,5456.453333,10564.62667,13,cell
10015,5756.907801,10568.96454,3,cell
10016,6291.980769,10568.37179,7,cell
10017,5163.311828,10570.04301,24,cell
10018,5363.495575,10569.64602,5,cell
10019,5933.513889,10569.66667,5,cell
10020,6093.042857,10571.07143,10,cell
10021,5465.086022,10576.97312,5,cell
10022,6118.21875,10572.21875,13,cell
10023,5396.513514,10576.25,20,cell
10024,5804.22619,10576.02381,33,cell
10025,6299.791667,10576.76667,7,cell
10026,6051.137931,10577.7734,4,cell
10027,6254.856436,10580.79703,4,cell
10028,6187.635514,10578.28972,8,cell
10029,6199.4625,10580.975,6,cell
10030,6226.508108,10583.57297,6,cell
10031,5106.104348,10582.5,16,cell
10032,5166.045455,10583.72727,13,cell
10033,5674.128,10584.752,7,cell
10034,6032.6625,10583.125,5,cell
10035,5859.670732,10584.15854,6,cell
10036,5915.830918,10588.69565,7,cell
10037,5931.097087,10586.26214,4,cell
10038,5589.214724,10588.42945,8,cell
10039,5839.312821,10591.52308,12,cell
10040,6320.923077,10592.95858,4,cell
10041,5134.897436,10591.23077,3,cell
10042,5321.867021,10592.93617,6,cell
10043,5442.411765,10592.40441,4,cell
10044,5656.130435,10594.27329,5,cell
10045,6162.267176,10597.09924,5,cell
10046,6342.770833,10596.25,23,cell
10047,6268.293103,10594.84483,4,cell
10048,5157.095238,10598.43537,4,cell
10049,5540.582734,10600.94964,6,cell
10050,6116.891641,10601.03406,7,cell
10051,5984.496241,10600.60902,4,cell
10052,6172.857143,10601.97449,32,cell
10053,5603.251282,10604.09231,10,cell
10054,5267.274074,10602.88889,8,cell
10055,6001.992647,10603.55147,4,cell
10056,6237.54717,10606.50943,26,cell
10057,5697.131944,10605.5625,4,cell
10058,5799.769231,10605.99145,3,cell
10059,5096.299213,10605.82677,4,cell
10060,5517.43299,10606.04124,26,cell
10061,6219.669355,10605.90323,3,cell
10062,5321.322785,10610.28481,4,cell
10063,5503.813397,10611.7799,26,cell
10064,6323.747126,10608.68966,5,cell
10065,6280.952381,10616.22944,8,cell
10066,5829.414286,10610.48571,8,cell
10067,5287.575,10614.29167,7,cell
10068,5525.735714,10614.61429,26,cell
10069,5671.33557,10615.00671,23,cell
10070,5794.813953,10620.02791,23,cell
10071,5513.928144,10618.70659,26,cell
10072,5550.290816,10617.88776,4,cell
10073,5975.770213,10617.37872,7,cell
10074,6263.380597,10616.73134,25,cell
10075,5629.654135,10618.93985,7,cell
10076,5866.758242,10617.51648,4,cell
10077,6093.077381,10619.52976,1,cell
10078,5694.955556,10619.81111,5,cell
10079,6119.930233,10617.67442,13,cell
10080,6271.690647,10622.44604,8,cell
10081,5855.927273,10623.48182,4,cell
10082,5608.239865,10626.16554,4,cell
10083,6058.04918,10622.19672,13,cell
10084,5557.846154,10622.92308,3,cell
10085,5870.8,10623.85455,5,cell
10086,5151.525253,10624.93939,1,cell
10087,5685.046512,10627.45736,20,cell
10088,5508.230159,10628.88889,26,cell
10089,5323.934783,10632.2971,20,cell
10090,6342.04186,10634.52558,3,cell
10091,5279.794393,10634.57944,6,cell
10092,5663.678571,10634.0,3,cell
10093,6270.348485,10636.53788,25,cell
10094,5711.96,10638.13333,6,cell
10095,5868.15,10637.63333,23,cell
10096,5994.967742,10640.33548,1,cell
10097,6139.0,10639.06024,4,cell
10098,5546.288889,10643.82963,1,cell
10099,5407.560976,10641.43902,6,cell
10100,5894.126437,10644.4023,3,cell
10101,5901.12381,10646.90476,6,cell
10102,5598.553333,10648.05333,13,cell
10103,5382.576,10647.184,23,cell
10104,5422.576577,10646.6036,7,cell
10105,5926.47191,10645.62921,5,cell
10106,5788.356808,10649.89671,8,cell
10107,5917.227979,10649.72021,3,cell
10108,5670.426829,10647.96341,7,cell
10109,6304.711111,10648.8,7,cell
10110,5758.222222,10648.09877,5,cell
10111,6056.891892,10648.60811,4,cell
10112,5086.04908,10653.34356,17,cell
10113,5680.888889,10651.88095,4,cell
10114,6316.768041,10653.20103,7,cell
10115,6066.169231,10650.50769,28,cell
10116,6110.433333,10650.5,6,cell
10117,5201.42446,10654.8777,4,cell
10118,5841.458599,10655.86624,4,cell
10119,6088.661376,10657.12169,5,cell
10120,5625.719697,10656.62879,5,cell
10121,5436.857143,10658.52632,7,cell
10122,5940.615385,10655.39744,8,cell
10123,6224.695652,10660.14625,4,cell
10124,6263.04375,10660.9,8,cell
10125,6300.385714,10660.92143,23,cell
10126,5168.876106,10661.23009,4,cell
10127,5860.385965,10663.91228,4,cell
10128,5283.736842,10665.84737,10,cell
10129,5646.0,10662.43182,6,cell
10130,6066.418848,10665.52356,24,cell
10131,6028.684524,10665.05952,4,cell
10132,5235.042553,10664.18085,1,cell
10133,5878.192053,10666.16556,4,cell
10134,5717.465686,10671.60294,28,cell
10135,5846.836066,10668.0,4,cell
10136,6305.981818,10670.80606,23,cell
10137,5385.097561,10670.07317,6,cell
10138,5161.100592,10673.53846,4,cell
10139,5231.899371,10673.2956,23,cell
10140,5766.658333,10672.125,4,cell
10141,6270.453608,10675.5567,4,cell
10142,5996.214464,10680.03242,7,cell
10143,5563.136364,10679.12338,5,cell
10144,5597.293103,10679.37069,6,cell
10145,5968.643617,10680.40426,4,cell
10146,6234.893536,10681.74144,20,cell
10147,5762.64574,10682.97758,7,cell
10148,6024.321429,10681.54464,6,cell
10149,5405.880952,10683.53968,5,cell
10150,5880.6,10680.725,4,cell
10151,6172.641509,10684.4717,13,cell
10152,5918.955556,10686.42222,6,cell
10153,5700.034722,10689.4375,4,cell
10154,5873.932099,10689.74074,4,cell
10155,6146.356522,10689.37391,4,cell
10156,5976.935065,10692.07792,7,cell
10157,6295.515924,10692.10828,32,cell
10158,5591.3,10694.85625,9,cell
10159,5747.578704,10697.35648,4,cell
10160,5862.288732,10697.03521,4,cell
10161,6309.531034,10695.33793,7,cell
10162,5967.641975,10697.69136,4,cell
10163,5765.329365,10701.88492,20,cell
10164,6345.907407,10695.37037,4,cell
10165,6201.911765,10696.92647,4,cell
10166,5728.5,10698.17143,9,cell
10167,6284.691667,10701.51667,4,cell
10168,5536.2,10699.31429,6,cell
10169,6153.923077,10699.65385,4,cell
10170,5458.48538,10702.69591,8,cell
10171,5689.907216,10702.63918,6,cell
10172,5156.873684,10703.63158,3,cell
10173,6313.613793,10704.94483,4,cell
10174,5501.496732,10708.9281,1,cell
10175,5717.828125,10707.54688,4,cell
10176,5732.619048,10707.91667,6,cell
10177,6068.841202,10710.78541,4,cell
10178,5593.800971,10713.02427,4,cell
10179,5448.215909,10710.43182,7,cell
10180,6208.255319,10710.03546,23,cell
10181,5984.356322,10710.7931,4,cell
10182,6263.824742,10710.41237,10,cell
10183,5352.174157,10713.45506,6,cell
10184,5373.548701,10716.52922,5,cell
10185,5654.343195,10715.31953,4,cell
10186,5697.113475,10714.43972,5,cell
10187,5848.569444,10717.30556,4,cell
10188,5331.61,10719.09,9,cell
10189,6291.283784,10719.27703,3,cell
10190,6076.685897,10721.32051,4,cell
10191,5444.271028,10727.47196,4,cell
10192,5968.185714,10725.22143,4,cell
10193,5659.957447,10727.91915,12,cell
10194,5947.095238,10727.03175,3,cell
10195,6039.670157,10728.27749,26,cell
10196,5177.565574,10726.98361,4,cell
10197,5776.009434,10727.83019,25,cell
10198,6074.491979,10732.40107,25,cell
10199,5580.431138,10729.88024,23,cell
10200,6054.858462,10735.33231,22,cell
10201,5837.698529,10732.26471,5,cell
10202,5380.211538,10737.12821,22,cell
10203,5642.063063,10736.93694,10,cell
10204,5764.744444,10737.36667,4,cell
10205,5776.457627,10736.23729,4,cell
10206,6118.0,10739.35,4,cell
10207,6286.261745,10739.16779,22,cell
10208,5366.936508,10736.84127,3,cell
10209,5748.858586,10741.87879,1,cell
10210,5105.97973,10741.2973,3,cell
10211,5331.939597,10742.06711,17,cell
10212,5446.305556,10742.30556,4,cell
10213,6202.593407,10745.3956,4,cell
10214,6172.94382,10745.48315,4,cell
10215,6184.632911,10749.79747,7,cell
10216,6258.569444,10750.85417,3,cell
10217,5284.72619,10750.2619,13,cell
10218,5324.742857,10753.39524,7,cell
10219,5642.516447,10754.92763,4,cell
10220,5534.841667,10753.65833,4,cell
10221,5298.302083,10755.33333,4,cell
10222,5237.703297,10758.03297,4,cell
10223,5603.195122,10756.76423,7,cell
10224,6076.096154,10758.45513,23,cell
10225,5612.179487,10758.70513,32,cell
10226,5627.837696,10761.18325,4,cell
10227,5691.324074,10759.12037,6,cell
10228,5929.202128,10760.28723,4,cell
10229,5597.0,10763.82474,4,cell
10230,6024.112903,10764.01613,4,cell
10231,5386.535714,10766.07143,6,cell
10232,5575.123967,10766.16529,5,cell
10233,6143.52,10763.52,21,cell
10234,5862.449761,10770.78947,5,cell
10235,6078.352941,10768.21569,25,cell
10236,6127.893491,10770.4142,1,cell
10237,5746.623318,10770.25561,4,cell
10238,5526.697368,10772.40132,7,cell
10239,5664.572917,10771.02083,20,cell
10240,6248.353535,10772.30303,3,cell
10241,6338.447917,10775.39063,17,cell
10242,5548.903226,10775.20161,4,cell
10243,5587.342105,10776.26974,4,cell
10244,5597.722222,10775.92361,4,cell
10245,5925.274074,10775.82222,1,cell
10246,5770.62212,10778.92166,4,cell
10247,6069.05814,10774.75581,5,cell
10248,5229.031818,10781.95,7,cell
10249,5568.545455,10774.59091,5,cell
10250,5893.457364,10778.86822,3,cell
10251,6019.427928,10781.22523,4,cell
10252,5213.044776,10781.20149,4,cell
10253,5508.0,10780.19355,16,cell
10254,5934.0,10778.5,5,cell
10255,5533.621053,10781.43158,33,cell
10256,6218.444444,10781.48148,6,cell
10257,6045.273333,10784.64667,3,cell
10258,5406.515789,10784.34737,3,cell
10259,6120.768519,10785.90741,6,cell
10260,5578.526882,10786.53763,3,cell
10261,6235.968254,10788.03175,4,cell
10262,6277.453125,10788.25,8,cell
10263,6251.664384,10792.16438,5,cell
10264,5328.487805,10796.31707,10,cell
10265,5097.848889,10797.63111,4,cell
10266,5664.153846,10796.15385,10,cell
10267,5870.523256,10796.98837,4,cell
10268,5252.565789,10800.0,4,cell
10269,5348.025641,10801.35897,13,cell
10270,5853.158996,10806.15481,20,cell
10271,6069.635593,10801.57627,4,cell
10272,6087.615385,10801.98462,4,cell
10273,6180.232323,10804.17172,5,cell
10274,5297.9375,10805.85714,7,cell
10275,5453.053435,10806.79389,3,cell
10276,5237.948529,10805.91176,20,cell
10277,5650.394737,10807.59211,28,cell
10278,6164.357143,10807.22857,3,cell
10279,5380.857143,10807.47143,1,cell
10280,6348.391304,10807.30435,7,cell
10281,5819.275,10808.9125,4,cell
10282,5933.5,10806.33333,10,cell
10283,6290.141026,10812.08654,25,cell
10284,6014.521739,10807.98551,8,cell
10285,6212.96988,10811.85542,4,cell
10286,5416.236842,10812.30263,4,cell
10287,5231.591398,10814.47312,22,cell
10288,5784.047244,10822.04987,4,cell
10289,5545.584615,10815.41538,3,cell
10290,5582.512821,10816.9359,7,cell
10291,5603.349515,10821.7767,4,cell
10292,5126.743842,10831.31281,5,cell
10293,5272.208,10824.912,10,cell
10294,6216.161538,10825.63846,5,cell
